Poem/poet,Type,year,imagist,time,expertise,alliterationFreq,assonanceFreq,consonanceFreq,slantEndRhymeFreq,perfectEndRhymeFreq,identityEndRhymeFreq,endRhymeFreq,soundDevicesFreq,imageability,concreteness,valence,arousal,wordFreq,typeTokenRatio,wordLength,objectWords,abstractWords,emotWords,numWords
Turns And Movies: Zudora by Conrad Aiken,19th,1889,0,19th,professional,0.0456,0.2968,0.5296,0.1222,0.1,0,0.2222,0.8721,-0.736481114,-0.214312438,0.390405365,-0.37786705,468.0580357,0.678571429,4.129464286,0.049107143,0.004464286,0.017857143,224
The Window by Conrad Aiken,19th,1889,0,19th,professional,0.0224,0.408,0.4215,0.049,0.0686,0.0392,0.1568,0.852,-0.799817624,-0.204122671,0.685494267,-0.216168813,170.2321429,0.46875,3.888392857,0.035714286,0.022321429,0.008928571,224
Before an Examination by Stephen Vincent Benet,19th,1898,0,19th,professional,0.0172,0.3534,0.6034,0.0277,0.2222,0,0.25,0.9741,-0.903675262,-0.303067876,0.386785522,-0.316643057,115.3076923,0.726495726,4.102564103,0.051282051,0.008547009,0.025641026,117
Lonely Burial by Stephen Vincent Benet,19th,1898,0,19th,professional,0.0178,0.366,0.5982,0.1666,0.0555,0,0.2222,0.9821,-1.049116642,-0.441715765,0.070613096,-0.208286942,474.0353982,0.778761062,4.283185841,0.03539823,0.017699115,0.008849558,113
Knowledge by Louise Bogan,19th,1897,0,19th,professional,0,0.147,0.3823,0,0.1111,0,0.1666,0.5294,-0.955085378,-0.409781819,0.466490268,-0.068379627,8377.333333,0.861111111,3.916666667,0.027777778,0.027777778,0.055555556,36
Weather by Ambrose Bierce,19th,1842,0,19th,professional,0.0181,0.3272,0.5,0.3333,0.2083,0,0.5416,0.8454,-0.91108083,-0.237615321,0.440717767,-0.279857387,148.5892857,0.714285714,4.0625,0.035714286,0.035714286,0,112
A Woman's Reason by Gelett Burgess,19th,1866,0,19th,professional,0,0.2727,0.1515,0,0,0,0,0.4242,-1.256737858,-0.606693422,0.484867181,-0.017382729,6.828571429,0.8,3.6,0,0.057142857,0.028571429,35
The Goops by Gelett Burgess,19th,1866,0,19th,professional,0.0357,0.1785,0.3035,0,0.1666,0.0555,0.2222,0.5178,-1.096707117,-0.525397243,0.337067494,-0.323364115,67.33333333,0.684210526,3.280701754,0.070175439,0,0,57
The Sheep by Ellis Parker Butler,19th,1869,0,19th,professional,0.0229,0.3664,0.5954,0.074,0.1666,0,0.2407,0.9847,-0.93452165,-0.470600742,0.524086203,-0.41613243,1476.954545,0.674242424,4.310606061,0.022727273,0,0.015151515,132
Cupid Caught Napping by Ellis Parker Butler,19th,1869,0,19th,professional,0.0218,0.2846,0.5255,0.2272,0.2424,0,0.4696,0.8321,-0.777648104,-0.224534904,0.761833516,0.314666268,783.0069444,0.694444444,4.138888889,0.034722222,0.027777778,0.055555556,144
In the desert by Stephen Crane,19th,1871,0,19th,professional,0.0816,0.4693,0.6938,0.125,0,0.0416,0.2083,1.2448,-0.971044369,-0.278985866,0.491745594,0.176123528,16.82,0.64,3.72,0.02,0,0.08,50
A god in wrath by Stephen Crane,19th,1871,0,19th,professional,0,0.5471,0.3962,0.1333,0,0.0333,0.1666,0.9433,-0.978446719,-0.432610718,0.226866352,0.754496998,307,0.685185185,4.037037037,0,0.018518519,0,54
Upon the road of my life by Stephen Crane,19th,1871,0,19th,professional,0.0219,0.3076,0.4175,0.0392,0,0,0.0588,0.7472,-0.860957306,-0.419410144,0.664775532,-0.218690085,103.6956522,0.782608696,4.010869565,0.02173913,0.02173913,0.010869565,92
Once I knew a fine song by Stephen Crane,19th,1871,0,19th,professional,0.0178,0.2857,0.4107,0.037,0,0,0.037,0.7142,-0.971116621,-0.346917729,0.960027423,-0.879460494,276.5789474,0.771929825,3.719298246,0.01754386,0,0,57
To Emily Dickinson by Hart Crane,19th,1899,0,19th,professional,0.0412,0.3711,0.6804,0.1111,0.2222,0,0.3333,1.0927,-0.911752784,-0.439980428,0.54948052,-0.21295384,172.8061224,0.857142857,4.734693878,0.06122449,0,0.040816327,98
Interior by Hart Crane,19th,1899,0,19th,professional,0,0.3,0.5,0.0333,0.1333,0,0.1666,0.8,-0.859484654,-0.422034335,0.4119198,0.019802509,297.375,0.763888889,3.847222222,0.069444444,0.041666667,0.055555556,72
If I can stop one Heart from breaking by Emily Dickinson,19th,1830,0,19th,professional,0,0.275,0.575,0.4,0.2,0,0.6,0.85,-0.645100676,-0.07915726,0.873011651,-0.549033775,934.9512195,0.658536585,3.536585366,0.024390244,0,0,41
I felt a Funeral in my Brain by Emily Dickinson,19th,1830,0,19th,professional,0.0869,0.2521,0.7043,0.074,0.0185,0,0.0925,1.0434,-1.084068621,-0.454805703,0.325581924,-0.244079876,108.8706897,0.681034483,4.017241379,0.025862069,0.025862069,0.017241379,116
We lose -- because we win by Emily Dickinson,19th,1830,0,19th,professional,0.0909,0.3636,0.4545,0,0,0,0,0.909,-1.017186472,-0.22748552,0.216609069,0.841596266,269.3333333,0.916666667,5.083333333,0.083333333,0,0,12
Going to Heaven! by Emily Dickinson,19th,1830,0,19th,professional,0.0138,0.1875,0.4652,0,0.0133,0.0266,0.04,0.6666,-1.015731396,-0.541308759,0.929318672,-0.406405939,380.6598639,0.653061224,3.700680272,0.034013605,0.027210884,0.027210884,147
There is no Frigate like a Book by Emily Dickinson,19th,1830,0,19th,professional,0.05,0.325,0.45,0.1111,0,0,0.2222,0.825,-1.220569179,-0.574372696,0.677583422,-0.339607118,1030.365854,0.829268293,4.195121951,0.048780488,0.048780488,0.048780488,41
Life's Tragedy by Paul Laurence Dunbar,19th,1872,0,19th,professional,0.0655,0.3688,0.4508,0.0476,0.0714,0,0.1428,0.8852,-1.200343255,-0.74521917,0.443366325,-0.005720086,599.3870968,0.64516129,3.862903226,0.024193548,0.040322581,0.064516129,124
Encouraged by Paul Laurence Dunbar,19th,1872,0,19th,professional,0,0.1875,0.6562,0,0.3333,0,0.3333,0.8437,-1.058606488,-0.637735917,0.506829833,-0.143440686,66.75757576,0.727272727,4.181818182,0,0,0.060606061,33
The Unlucky Apple by Paul Laurence Dunbar,19th,1872,0,19th,professional,0.0222,0.3111,0.1777,0.0555,0.0555,0,0.1111,0.5111,-0.854968522,-0.378329288,0.565919827,-0.186575562,174.7755102,0.795918367,3.755102041,0,0.040816327,0,49
Evadne by Hilda Doolittle,19th,1886,1,19th,professional,0.0467,0.2429,0.4018,0.1111,0,0,0.1111,0.6915,-0.711020705,-0.154854455,0.853974206,-0.285913269,132.2844037,0.605504587,3.990825688,0.064220183,0,0.027522936,109
Sheltered Garden by Hilda Doolittle,19th,1886,1,19th,professional,0.041,0.3208,0.7574,0.0833,0,0,0.0833,1.1194,-0.8152809,-0.121975118,0.415645607,-0.322122905,128.4981413,0.646840149,4.29739777,0.048327138,0.029739777,0.003717472,269
A Noon Song by Henry Van Dyke,19th,1852,0,19th,professional,0.0215,0.41,0.5179,0.0444,0.1444,0.0222,0.2222,0.9496,-1.021597583,-0.473412066,0.924022181,-0.4250259,101.9821429,0.5,3.682142857,0.025,0.075,0.003571429,280
God of the Open Air by Henry Van Dyke,19th,1852,0,19th,professional,0.0216,0.3532,0.5045,0.0775,0.1446,0.002,0.2431,0.8794,-1.066644889,-0.519149584,0.773969078,-0.198723358,187.930406,0.423363712,4.104391052,0.028997514,0.035625518,0.031483016,1207
Indian Summer by Henry Van Dyke,19th,1852,0,19th,professional,0.0172,0.4051,0.5862,0.0833,0.1666,0,0.2916,1.0086,-0.925225696,-0.371509224,0.685586008,-0.317408885,278.5254237,0.737288136,4.262711864,0.050847458,0.042372881,0.025423729,118
Farewell and Thanksgiving by Mark van Doren,19th,1894,0,19th,professional,0.0975,0.1463,0.2926,0.125,0.1666,0,0.2916,0.5365,-0.944950209,-0.542813185,1.280952994,-0.366208865,160.3571429,0.904761905,4,0.047619048,0,0.047619048,42
Macavity: The Mystery Cat by T. S. Eliot,19th,1888,1,19th,professional,0.0294,0.4072,0.5067,0.0083,0.175,0.0166,0.1999,0.9434,-1.119280145,-0.427970891,0.254541217,-0.297927919,835.4470339,0.461864407,4.084745763,0.031779661,0.029661017,0.014830508,472
The Boston Evening Transcript by T. S. Eliot,19th,1888,1,19th,professional,0.037,0.432,0.6913,0,0,0.0476,0.0476,1.1604,-1.014075128,-0.409610046,0.666581983,-0.635773235,224.746988,0.626506024,4.373493976,0.024096386,0.072289157,0.012048193,83
Give All To Love by Ralph Waldo Emerson,19th,1803,0,19th,professional,0.045,0.35,0.425,0.0567,0.078,0,0.1347,0.82,-1.005517149,-0.580237249,0.817801928,0.085629794,461.2139303,0.686567164,4.119402985,0.019900498,0.024875622,0.029850746,201
The Park by Ralph Waldo Emerson,19th,1803,0,19th,professional,0.0112,0.2134,0.5617,0.0476,0.0714,0.0238,0.1428,0.7865,-0.69976579,-0.216843686,0.860536389,-0.102792572,180.4888889,0.777777778,4.255555556,0.055555556,0.055555556,0.011111111,90
Threnody by Ralph Waldo Emerson,19th,1803,0,19th,professional,0.024,0.3207,0.638,0.1056,0.1056,0.0046,0.2229,0.9828,-0.916170698,-0.415167823,0.633070931,-0.117339604,349.5391549,0.472676056,4.31943662,0.030985915,0.042816901,0.013521127,1775
The Road Not Taken by Robert Frost,19th,1874,0,19th,professional,0.0279,0.2377,0.4125,0.037,0.2777,0,0.3148,0.6783,-1.200551964,-0.64338222,0.702165866,-0.769664082,245.5208333,0.652777778,3.923611111,0.020833333,0.034722222,0.013888889,144
Mending Wall by Robert Frost,19th,1874,0,19th,professional,0.023,0.2871,0.4692,0.1162,0,0,0.1317,0.7794,-1.042998611,-0.42439756,0.69560406,-0.461852566,364.956962,0.503797468,3.756962025,0.053164557,0.02278481,0.012658228,395
My November Guest by Robert Frost,19th,1874,0,19th,professional,0.031,0.31,0.3565,0.0555,0.2592,0,0.3518,0.6976,-0.849138008,-0.435010324,0.964769592,-0.474761155,376.7518797,0.669172932,3.92481203,0.022556391,0.030075188,0.037593985,133
A Valentine by Eugene Field,19th,1850,0,19th,professional,0.0069,0.2937,0.4335,0.0757,0.1515,0,0.2272,0.7342,-0.842470189,-0.355662605,0.804511777,0.083969718,384.5069444,0.548611111,4.076388889,0.027777778,0,0.0625,144
Horace to phyllis by Eugene Field,19th,1850,0,19th,professional,0.0173,0.3478,0.4434,0.0098,0.1372,0.0196,0.1666,0.8086,-1.110354385,-0.501445583,0.808131527,-0.23898904,312.893617,0.706382979,4.272340426,0.017021277,0.029787234,0.017021277,235
The Boys by Oliver Wendell Holmes,19th,1809,0,19th,professional,0.0427,0.3277,0.4228,0.0158,0.1984,0,0.2142,0.7933,-0.963467558,-0.369004217,0.590441451,-0.116160962,266.8279817,0.532110092,3.894495413,0.02293578,0.032110092,0.004587156,436
The Organ-Blower by Oliver Wendell Holmes,19th,1809,0,19th,professional,0.0545,0.3052,0.6079,0.0268,0.1612,0,0.1881,0.9677,-0.9705648,-0.383725695,0.542936235,-0.266700896,327.8731707,0.663414634,4.404878049,0.041463415,0.024390244,0.012195122,410
End Of The World by Robinson Jeffers,19th,1887,0,19th,professional,0.0352,0.3764,0.5058,0.0666,0.0666,0,0.1333,0.9176,-0.829394793,-0.348277242,0.08830684,0.109711102,3500.827586,0.75862069,4.057471264,0,0.045977011,0.011494253,87
Promise Of Peace by Robinson Jeffers,19th,1887,0,19th,professional,0.0588,0.2436,0.4285,0.0555,0.0555,0,0.1111,0.731,-1.123259237,-0.61059153,0.478629489,-0.046334093,615.9756098,0.715447154,4.195121951,0.016260163,0.024390244,0.016260163,123
A Dream by Helen Hunt Jackson,19th,1831,0,19th,professional,0.041,0.3076,0.5794,0.0454,0.0909,0,0.1363,0.9282,-0.850604024,-0.540168367,0.534137893,-0.058493076,402.005102,0.581632653,4.209183673,0.015306122,0.040816327,0.025510204,196
My Tenants by Helen Hunt Jackson,19th,1831,0,19th,professional,0.0467,0.2985,0.6043,0.065,0.1463,0,0.2601,0.9496,-0.967173487,-0.389501396,0.54506838,-0.21957746,394.5714286,0.635714286,3.978571429,0.057142857,0.017857143,0.021428571,280
Poets by Joyce Kilmer,19th,1886,0,19th,professional,0.0303,0.1969,0.3636,0.0555,0.2222,0,0.2777,0.5909,-1.02398244,-0.395151191,0.346816223,-0.181369628,321.1343284,0.820895522,4.223880597,0.029850746,0.014925373,0,67
The Rainy Day by Henry Wadsworth Longfellow,19th,1807,0,19th,professional,0.0172,0.3534,0.6724,0.0512,0.1538,0.0256,0.2307,1.0431,-0.981175918,-0.464984219,-0.045476309,-0.37508855,286.8461538,0.478632479,3.897435897,0.008547009,0.076923077,0.025641026,117
Woods in Winter by Henry Wadsworth Longfellow,19th,1807,0,19th,professional,0.0454,0.3636,0.6704,0.141,0.1538,0,0.2948,1.0795,-0.840384981,-0.210818556,0.620284862,-0.620181996,345.9101124,0.685393258,4.466292135,0.033707865,0.04494382,0.016853933,178
The Three Kings by Henry Wadsworth Longfellow,19th,1807,0,19th,professional,0.0362,0.3647,0.5989,0.1372,0.1862,0,0.3333,1,-1.047619703,-0.436216661,0.792575944,-0.197930785,112.0054152,0.474729242,4.126353791,0.025270758,0.018050542,0.010830325,554
Wapentake by Henry Wadsworth Longfellow,19th,1807,0,19th,professional,0.056,0.4485,0.5607,0,0.2051,0,0.2051,1.0654,-1.088076372,-0.45886622,0.908527697,0.017267152,728.8073395,0.678899083,4.293577982,0.064220183,0,0.027522936,109
Before the Altar by Amy Lowell,19th,1874,1,19th,professional,0.0258,0.3247,0.5276,0.0308,0.0925,0.0061,0.1296,0.8782,-0.919351383,-0.315586766,0.511962199,-0.253095821,251.952381,0.63003663,4.340659341,0.032967033,0.025641026,0.010989011,273
A Lady by Amy Lowell,19th,1874,1,19th,professional,0.0108,0.326,0.4456,0.0222,0,0,0.0444,0.7826,-1.045090089,-0.412070657,0.81992836,0.021661771,204.6021505,0.76344086,4.193548387,0.021505376,0.053763441,0.053763441,93
Anticipation by Amy Lowell,19th,1874,1,19th,professional,0.0142,0.2,0.3,0.074,0,0,0.074,0.5142,-1.044396385,-0.501052233,0.106795807,0.124850806,222.7605634,0.704225352,3.802816901,0.028169014,0,0.014084507,71
Drying Their Wings by Vachel Lindsay,19th,1879,0,19th,professional,0,0.3513,0.527,0.1212,0.0909,0,0.2424,0.8783,-1.071052986,-0.276776799,0.758812051,-0.390164739,157.3421053,0.802631579,4.171052632,0.026315789,0.013157895,0,76
To Lady Jane by Vachel Lindsay,19th,1879,0,19th,professional,0.0222,0.2074,0.6666,0.1,0.0666,0,0.1777,0.8962,-0.8618854,-0.354579418,0.567946143,0.001674705,217.7226277,0.715328467,4.518248175,0.04379562,0.04379562,0.04379562,137
A Curse for Kings by Vachel Lindsay,19th,1879,0,19th,professional,0.0277,0.3573,0.6288,0.0952,0.0714,0,0.1666,1.0138,-0.971901795,-0.406951196,0.110430741,0.188451167,407.214876,0.600550964,4.311294766,0.044077135,0.041322314,0.024793388,363
City Visions by Emma Lazarus,19th,1849,0,19th,professional,0.0303,0.2683,0.58,0.0476,0.238,0,0.2976,0.8787,-0.815323702,-0.247158531,0.649453155,-0.25940421,364.2948718,0.739316239,4.316239316,0.047008547,0.038461538,0.008547009,234
The Taming of the Falcon by Emma Lazarus,19th,1849,0,19th,professional,0.0471,0.3962,0.3679,0.0833,0.0555,0,0.1388,0.8113,-1.012629788,-0.27473149,0.593747666,-0.385968837,173.1834862,0.76146789,4.412844037,0.055045872,0.009174312,0.009174312,109
A Dedication. To Charlotte Cushman by Sidney Lanier,19th,1842,0,19th,professional,0.0291,0.2524,0.5242,0.1666,0.1666,0,0.3333,0.8058,-0.97609286,-0.40259408,0.485539507,-0.459302721,38.07619048,0.8,3.942857143,0.085714286,0.028571429,0.00952381,105
To Beethoven by Sidney Lanier,19th,1842,0,19th,professional,0.0358,0.2982,0.6659,0.106,0.1313,0,0.2424,1,-1.012124841,-0.551902219,0.495365811,0.082192297,153.3951435,0.580573951,4.216335541,0.024282561,0.046357616,0.030905077,453
A Red Flower by Claude McKay,19th,1889,0,19th,professional,0.0516,0.3032,0.4709,0.0185,0.1851,0,0.2037,0.8258,-0.797661853,-0.273255993,0.775811988,-0.143440686,238.4140127,0.700636943,4.23566879,0.031847134,0.050955414,0.006369427,157
On the Road by Claude McKay,19th,1889,0,19th,professional,0.0192,0.3076,0.625,0,0.1666,0,0.1666,0.9519,-0.848221233,-0.187002787,-0.03482844,-0.075639602,447.5471698,0.783018868,4.594339623,0.066037736,0.018867925,0.037735849,106
Silence by Marianne Moore,19th,1887,1,19th,professional,0.0333,0.2666,0.7444,0,0,0,0.0277,1.0444,-0.91579068,-0.358949197,0.580423175,-0.361893021,1011.021978,0.813186813,4.505494505,0.032967033,0.021978022,0.032967033,91
Love Is Not All by Edna St. Vincent Millay,19th,1892,0,19th,professional,0.008,0.2822,0.5887,0.1388,0.1388,0,0.2777,0.879,-0.868393439,-0.454450666,0.522360566,-0.10818908,1901.857143,0.634920635,3.738095238,0.087301587,0.071428571,0.031746032,126
The Suicide by Edna St. Vincent Millay,19th,1892,0,19th,professional,0.0304,0.2419,0.5187,0.1167,0.1459,0.0024,0.2652,0.7911,-0.976301939,-0.49548873,0.582555782,-0.180386425,700.6068376,0.408547009,3.88974359,0.031623932,0.01965812,0.026495726,1170
Griffy the Cooper by Edgar Lee Masters,19th,1868,0,19th,professional,0.0098,0.2941,0.3235,0.0769,0,0.0256,0.1025,0.6274,-1.279890739,-0.394547213,0.790078327,-0.095678313,178.6213592,0.582524272,4.213592233,0.019417476,0.038834951,0,103
Emily Sparks by Edgar Lee Masters,19th,1868,0,19th,professional,0.0152,0.3587,0.2977,0.098,0,0.0392,0.1372,0.6717,-0.90388482,-0.377205984,0.712832907,0.009331929,140.4924242,0.590909091,3.636363636,0.022727273,0.03030303,0.007575758,132
Poem in Prose by Archibald MacLeish,19th,1892,0,19th,professional,0.0184,0.2883,0.4723,0.1,0.0777,0.0111,0.2111,0.7791,-1.060168498,-0.546737057,1.21258092,-0.076833762,475.0242424,0.6,3.76969697,0.048484848,0.048484848,0.012121212,165
The Enthusiast by Herman Melville,19th,1819,0,19th,professional,0.0694,0.2291,0.6805,0.0579,0.1449,0,0.2318,0.9791,-0.969849035,-0.436766806,0.317997504,-0.334903344,871.5986395,0.768707483,4.482993197,0.020408163,0.047619048,0.034013605,147
Song by Edgar Allan Poe,19th,1809,0,19th,professional,0.0408,0.2857,0.3163,0.0238,0.0952,0.0476,0.1666,0.6428,-0.802390238,-0.390959995,0.925240772,0.32923681,209.1717172,0.636363636,4.151515152,0.050505051,0.03030303,0.050505051,99
The Valley Of Unrest by Edgar Allan Poe,19th,1809,0,19th,professional,0.032,0.4743,0.4615,0.0666,0.12,0,0.2,0.9679,-1.163087153,-0.470220677,0.2715157,-0.583466001,511.3037975,0.715189873,4.481012658,0.006329114,0.006329114,0.037974684,158
A Fairly Sad Tale by Dorothy Parker,19th,1893,0,19th,professional,0.0128,0.3076,0.4871,0.0909,0.0909,0.0151,0.1969,0.8076,-1.092546601,-0.548663974,0.74698376,0.131793369,1101.888199,0.670807453,3.875776398,0.037267081,0.02484472,0.01863354,161
Dilemma by Dorothy Parker,19th,1893,0,19th,professional,0.016,0.24,0.648,0.1875,0.1666,0,0.3541,0.904,-0.988945046,-0.590823517,0.391716703,-0.083260901,84.37795276,0.606299213,3.811023622,0.039370079,0.023622047,0.047244094,127
A Girl by Ezra Pound,19th,1885,1,19th,professional,0.0185,0.3148,0.4444,0.0833,0,0.1666,0.25,0.7777,-0.902479916,-0.0642137,0.886952663,-0.354195172,45.8,0.690909091,3.727272727,0.054545455,0,0.018181818,55
Song of the Bowmen of Shu by Ezra Pound,19th,1885,1,19th,professional,0.0533,0.3422,0.4088,0.0833,0,0.0138,0.0972,0.8044,-1.059538992,-0.454615253,0.401240158,-0.539263241,218.0263158,0.535087719,4.039473684,0.026315789,0.013157895,0.030701754,228
Miniver Cheevy by Edwin Arlington Robinson,19th,1869,0,19th,professional,0.034,0.2613,0.7897,0.1444,0.1222,0.0222,0.2888,1.0852,-1.118681631,-0.516679158,0.545866441,-0.002984259,200.8820225,0.601123596,4.494382022,0.033707865,0.011235955,0.016853933,178
Lancelot by Edwin Arlington Robinson,19th,1869,0,19th,professional,0.0269,0.2864,0.4804,0.0998,0.003,0.0107,0.1182,0.7939,-1.12850456,-0.529947749,0.490024138,-0.131825192,154.7735743,0.317334839,3.979672501,0.024280068,0.020892151,0.017504235,1771
Painted Head by John Crowe Ransom,19th,1888,0,19th,professional,0.0478,0.4541,0.5219,0.0784,0.0098,0.0294,0.1176,1.0239,-0.995536973,-0.451148922,0.462008094,-0.190161281,601.5098814,0.62055336,4.549407115,0.083003953,0.019762846,0.015810277,253
Happiness by Carl Sandburg,19th,1878,0,19th,professional,0.024,0.3373,0.4578,0.1666,0,0,0.1666,0.8192,-1.029758037,-0.453063435,0.658339108,0.144373056,177.6785714,0.69047619,4.05952381,0.023809524,0.035714286,0.011904762,84
Horse Fiddle by Carl Sandburg,19th,1878,0,19th,professional,0.0041,0.3662,0.5144,0.1041,0,0.0208,0.125,0.8847,-0.8592581,-0.275966472,0.77919918,-0.286334579,338.4098361,0.487704918,3.692622951,0.020491803,0.028688525,0.024590164,244
The Idea Of Order At Key West by Wallace Stevens,19th,1879,0,19th,professional,0.0349,0.3193,0.5268,0.0555,0.0493,0.0061,0.1172,0.8811,-1.035421269,-0.468243291,0.71846863,-0.362028478,218.7517401,0.464037123,4.192575406,0.013921114,0.020881671,0.006960557,431
Nomad Exquisite by Wallace Stevens,19th,1879,0,19th,professional,0.0588,0.3529,0.6911,0.1111,0,0.0277,0.1388,1.1029,-0.937010532,-0.326092855,0.709984368,0.016083985,209.2173913,0.594202899,4.463768116,0.014492754,0,0,69
Do You Remember Once by Alan Seeger,19th,1886,0,19th,professional,0.0295,0.3645,0.6423,0.0959,0.1111,0.005,0.2121,1.0364,-0.938359296,-0.409616542,0.636927342,-0.018822158,373.0601375,0.546391753,4.264604811,0.036082474,0.020618557,0.036082474,582
To England at the Outbreak of the Balkan War by Alan Seeger,19th,1886,0,19th,professional,0.0588,0.2352,0.549,0,0.1666,0,0.1666,0.8431,-1.241501446,-0.675538534,-0.027669412,0.14150448,369.184466,0.844660194,4.854368932,0.029126214,0.048543689,0.029126214,103
After Love by Sara Teasdale,19th,1884,0,19th,professional,0.0422,0.2112,0.4225,0,0.0666,0,0.2,0.676,-1.029732147,-0.506123429,0.832347717,-0.1378629,730.0277778,0.652777778,3.666666667,0,0.013888889,0.013888889,72
The Years by Sara Teasdale,19th,1884,0,19th,professional,0.0232,0.2674,0.593,0.0666,0.0666,0,0.1333,0.8837,-0.916809233,-0.429548463,0.467951846,-0.308155122,108.0229885,0.689655172,3.977011494,0.034482759,0.011494253,0.045977011,87
Prayer by Henry David Thoreau,19th,1817,0,19th,professional,0.0388,0.2912,0.5533,0.0277,0.1388,0,0.1666,0.8834,-1.031153873,-0.633144866,0.648621683,-0.245499862,564.0761905,0.666666667,3.980952381,0,0.104761905,0.028571429,105
Tell Me by Jean Toomer,19th,1894,0,19th,professional,0.0126,0.367,0.6582,0,0.1666,0,0.1999,1.0379,-0.940395865,-0.323477009,0.694828114,-0.352229799,155.725,0.7,4.2,0.025,0.075,0.0375,80
O Captain! My Captain! by Walt Whitman,19th,1819,0,19th,professional,0.0297,0.3762,0.5445,0.106,0.0909,0,0.1969,0.9504,-0.761426309,-0.097747912,0.430296713,-0.148699741,578.5714286,0.561904762,3.928571429,0.085714286,0.00952381,0.019047619,210
Beginners by Walt Whitman,19th,1819,0,19th,professional,0,0.3924,0.4683,0,0,0,0,0.8607,-1.471756384,-0.821900901,0.641917576,-0.020481499,176.8271605,0.666666667,4.407407407,0,0.024691358,0.012345679,81
Inscription by Walt Whitman,19th,1819,0,19th,professional,0.031,0.3178,0.3255,0.119,0,0,0.119,0.6744,-0.91641866,-0.468696008,0.644096411,-0.24731145,1215.717391,0.65942029,3.985507246,0.02173913,0.014492754,0.007246377,138
A Sort Of A Song by William Carlos Williams,19th,1883,1,19th,professional,0,0.3478,0.6521,0.0333,0,0,0.0333,1,-1.0766798,-0.46313879,0.215737535,0.084256921,54.68085106,0.808510638,4.446808511,0.042553191,0,0,47
Portrait Of A Lady by William Carlos Williams,19th,1883,1,19th,professional,0,0.3529,0.3529,0.0303,0,0.0909,0.1212,0.7058,-0.903277612,-0.438496657,1.145707704,-0.640979169,319.8224299,0.672897196,4.252336449,0.018691589,0.018691589,0.009345794,107
A Golden Day by Ella Wheeler Wilcox,19th,1850,0,19th,professional,0.0297,0.2261,0.4404,0.106,0.1818,0,0.2878,0.6964,-0.999334386,-0.621250837,0.705088752,-0.034500761,238.8402367,0.585798817,3.650887574,0.035502959,0.035502959,0.047337278,169
Our Blessings by Ella Wheeler Wilcox,19th,1850,0,19th,professional,0.0275,0.344,0.4449,0.0333,0.0888,0,0.1222,0.8165,-1.037279529,-0.559178791,0.746547505,-0.288541398,295.803653,0.630136986,4.159817352,0.04109589,0.04109589,0.03196347,219
A Word for the Hour by John Greenleaf Whittier,19th,1807,0,19th,professional,0.0176,0.3053,0.5398,0.074,0.1728,0,0.2469,0.8628,-0.917306834,-0.426170525,0.086924836,0.033437096,501.877193,0.723684211,4.263157895,0.039473684,0.030701754,0.035087719,228
The Old Guitar by James Whitcomb Riley,19th,1849,0,19th,professional,0.035,0.364,0.6666,0.1862,0.2058,0,0.3921,1.0657,-1.174054756,-0.462456576,0.341159176,0.00830889,346.8,0.57826087,4.152173913,0.052173913,0.02173913,0.013043478,230
Silver Filigree by Elinor Wylie,19th,1885,0,19th,professional,0.0285,0.3428,0.5,0.0714,0.1428,0,0.2142,0.8714,-0.878364321,-0.209145852,0.493430001,-0.196801502,325.6805556,0.819444444,4.402777778,0.055555556,0.027777778,0,72