Type,Poem/poet,wordCount,avgWordLength,alliterationFreq,assonanceFreq,consonanceFreq,slantEndRhymeFreq,perfectEndRhymeFreq,soundDevicesFreq,endRhymeFreq,concreteness,imageability,valence,arousal,typeTokenRatio,logWordFreq,objectWords,absWords
contempPoet,"RiotAct,April29,1992,byAi/Poet",0.6269,0.2084,0.0317,0.3861,0.5763,0.1016,0.0169,0.9942,0.1355,2.687526882,328.3290043,5.720909091,4.136868687,0.57925072,2.134617755,0.04610951,0.028818444
contempPoet,"Twenty-yearMarriage,byAi/Poet",0.4135,0.1323,0.023,0.2923,0.4769,0.119,0,0.7923,0.119,2.924782609,358.3877551,5.382391304,3.912826087,0.778625954,2.143259062,0.091603053,0.015267176
contempPoet,"ToDorothy,byMarvinBell/Poet",0.3704,0.1216,0,0.4313,0.5588,0.0277,0.0277,0.9901,0.0833,2.675376344,337.1506849,5.924444444,3.683055556,0.621359223,2.105962766,0.067961165,0.019417476
contempPoet,"ToanAdolescentWeepingWillow,byMarvinBell/Poet",0.5081,0.1065,0.0096,0.298,0.3653,0.0312,0.0208,0.673,0.0625,2.932751323,354.7058824,5.472571429,3.736857143,0.516746411,1.984008028,0.081339713,0.033492823
contempPoet,"DreamSong26:Thegloriesoftheworldstruckme,byJohnBerryman/Poet",0.4037,0.2168,0.0409,0.4016,0.4344,0.0833,0.0625,0.877,0.1666,2.365402299,314.0869565,5.596363636,4.295454545,0.698412698,2.100121635,0.015873016,0.023809524
contempPoet,"DreamSong172:Yourfacebroods,byJohnBerryman/Poet",0.4024,0.2316,0.0413,0.5041,0.6528,0.0416,0.0625,1.1983,0.1041,2.636960784,331.5384615,4.852571429,4.134857143,0.756097561,2.433018794,0.016260163,0.008130081
contempPoet,"TheFish,byElizabethBishop/Poet",0.6482,0.2282,0.0344,0.3713,0.5676,0.081,0.009,0.9734,0.1036,2.794304207,346.6623932,5.511982759,4.020948276,0.582210243,2.675814708,0.037735849,0.016172507
contempPoet,"WarningtotheReader,byRobertBly/Poet",0.4641,0.2131,0.0292,0.421,0.5146,0.3333,0,0.9649,0.3333,2.592428571,330.8073395,5.704705882,3.934509804,0.706586826,2.12696846,0.02994012,0.02994012
contempPoet,"TheRussian,byRobertBly/Poet",0.5171,0.1242,0.0275,0.2247,0.4587,0.0952,0.0158,0.711,0.1269,2.714918033,345.427673,5.632222222,3.936349206,0.643835616,1.885240403,0.04109589,0.00456621
contempPoet,"ALovelyLove,byGwendolynBrooks/Poet",0.377,0.2292,0.0377,0.2924,0.6037,0.2222,0.1666,0.9339,0.3888,2.718297872,338.5571429,5.988285714,3.845142857,0.76635514,2.756493941,0.037383178,0.009345794
contempPoet,"TheChoir,byOlgaBroumas/Poet",0.2346,0.3166,0,0.4418,0.3488,0.2666,0,0.7906,0.2666,2.445833333,308.72,5.815,3.67,0.818181818,2.55769709,0,0.022727273
contempPoet,"atthecemetery,walnutgroveplantation,southcarolina,1989,byLucilleClifton/Poet",0.4012,0.3035,0.0333,0.3083,0.7583,0.0707,0,1.1,0.1919,2.764044944,324.1232877,5.3008,3.8944,0.520661157,2.135605564,0.033057851,0
contempPoet,"scar,byLucilleClifton/Poet",0.2346,0.1166,0.0465,0.279,0.2558,0.0333,0,0.5813,0.0666,2.96325,363.0540541,5.674210526,3.938421053,0.681818182,1.848383972,0.136363636,0.045454545
contempPoet,"Japan,byBillyCollins/Poet",0.5378,0.1101,0.0124,0.3029,0.3112,0.0808,0,0.6265,0.1212,2.718262911,326.699422,5.743529412,3.831323529,0.477178423,1.898147496,0.058091286,0.012448133
contempPoet,"WritingintheAfterlife,byBillyCollins/Poet",0.5351,0.2259,0.0168,0.3655,0.4579,0.0937,0,0.8403,0.1041,2.497205882,309.6493506,5.66943662,3.90915493,0.601694915,2.128389522,0.033898305,0.012711864
contempPoet,"TheLanguage,byRobertCreeley/Poet",0.2653,0.1192,0.0196,0.196,0.4117,0.106,0,0.6274,0.1212,2.558333333,341.2058824,5.611764706,4.103529412,0.769230769,1.88982047,0.038461538,0.019230769
contempPoet,"TheWarning,byRobertCreeley/Poet",0.18,0.1125,0,0.387,0.3225,0.1111,0,0.7096,0.1111,2.614137931,346.12,5.676153846,4.404615385,0.878787879,1.999171941,0.060606061,0
contempPoet,"Adultery,byJamesDickey/Poet",0.5405,0.2057,0.0368,0.3975,0.5,0.1397,0,0.9344,0.1505,2.680184332,331.3121387,5.460615385,4.099846154,0.62704918,2.211573118,0.032786885,0.012295082
contempPoet,"Tomatoes,byStephenDobyns/Poet",0.6148,0.2104,0.0333,0.4303,0.4878,0.0877,0,0.9515,0.0964,2.807189781,348.9695652,5.703229167,4.191875,0.547112462,2.352286616,0.036474164,0.018237082
contempPoet,"Fragments,byStephenDobyns/Poet",0.4111,0.2015,0.0312,0.3125,0.6015,0.0238,0,0.9453,0.0238,2.828660714,368.3917526,5.966041667,3.7525,0.674418605,2.115711232,0.062015504,0.015503876
contempPoet,"WingfootLake,byRitaDove/Poet",0.5333,0.3012,0.0338,0.3855,0.4661,0.0833,0,0.8855,0.1018,2.694666667,340.4615385,5.961587302,3.775238095,0.68487395,2.199610858,0.012605042,0.029411765
contempPoet,"TheStairway,byStephenDunn/Poet",0.5027,0.3064,0.0297,0.3663,0.5891,0.0512,0,0.9851,0.0512,2.430977011,311.0656934,6.077241379,3.887413793,0.65,2.200428532,0.045,0.025
contempPoet,"TheStrangePeople,byLouiseErdrich/Poet",0.5585,0.2067,0.0265,0.356,0.4545,0.098,0,0.8371,0.1078,2.772542373,342.9251337,5.508604651,4.126162791,0.616541353,2.213066655,0.022556391,0.022556391
contempPoet,"NewVows,byLouiseErdrich/Poet",0.4074,0.2042,0.024,0.216,0.408,0.0666,0.0222,0.6479,0.0888,2.561747573,326.3376623,5.267272727,4.04,0.761904762,2.229731834,0.023809524,0.015873016
contempPoet,"SexualJealousy,byCarolFrost/Poet",0.4111,0.2242,0.0156,0.3437,0.3828,0,0,0.7421,0.0769,2.602758621,332.8,5.15952381,4.192142857,0.705426357,2.355716878,0.031007752,0.023255814
contempPoet,"TheUndressing,byCarolFrost/Poet",0.4246,0.2242,0.0287,0.2733,0.8417,0.0877,0,1.1438,0.0877,2.829593496,344.0091743,5.805,3.851842105,0.676056338,2.382128602,0.035211268,0.014084507
contempPoet,"ToKillaDeer,byCarolFrost/Poet",0.4987,0.2086,0.0301,0.3467,0.4723,0.1527,0,0.8492,0.1805,2.881296296,371.875,5.432340426,4.276382979,0.603015075,2.301839382,0.055276382,0.020100503
contempPoet,"Nostos,LouiseGluck/Poet",0.4037,0.2157,0.0081,0.4754,0.4508,0.1212,0,0.9344,0.1212,2.614722222,330.2045455,6.11547619,3.757857143,0.706349206,2.341700664,0.047619048,0.055555556
contempPoet,"CelestialMusic,byLouiseGluck/Poet",0.6326,0.2213,0.0253,0.4084,0.5014,0.081,0,0.9352,0.099,2.612605863,353.7161017,6.004561404,4.044912281,0.570224719,2.424467388,0.033707865,0.02247191
contempPoet,"HowSimileWorks,byAlbertGoldbarth/Poet",0.3704,0.308,0.0392,0.5098,0.5294,0.0476,0,1.0784,0.0476,2.583953488,326.1343284,6.002692308,3.982307692,0.696078431,2.284104026,0.019607843,0.029411765
contempPoet,"TheOlderChild,byKimikoHahn/Poet",0.273,0.3074,0.0566,0.415,0.4339,0.1111,0,0.9056,0.1111,2.94826087,340.8529412,5.647368421,4.099473684,0.818181818,2.488558245,0.036363636,0.036363636
contempPoet,"ThePorcelainCouple,byDonaldHall/Poet",0.6198,0.2315,0.0267,0.3649,0.5281,0.1452,0,0.9198,0.1538,2.892629482,357.1703297,5.841097561,3.905,0.608955224,2.445513006,0.074626866,0.017910448
contempPoet,"Reuben,Reuben,byMichaelS.Harper/Poet",0.3065,0.1281,0.0476,0.3174,0.4603,0.25,0.0277,0.8253,0.2777,2.884210526,362.047619,5.397777778,4.444074074,0.84375,1.844811391,0.015625,0.015625
contempPoet,"OurLadyoftheSnows,byRobertHass/Poet",0.4061,0.216,0.0161,0.3548,0.4919,0,0.0185,0.8629,0.0185,2.503888889,322.1511628,5.867058824,3.844705882,0.701612903,2.199364643,0.032258065,0.032258065
contempPoet,"TheImage,byRobertHass/Poet",0.3442,0.2314,0.0116,0.4302,0.6627,0,0,1.1046,0,2.576447368,326.5833333,6.34375,3.845416667,0.593023256,2.197989932,0.023255814,0.011627907
contempPoet,"ThoseWinterSundays,byRobertHayden/Poet",0.3606,0.2213,0.052,0.177,0.4687,0.0833,0,0.6979,0.0833,2.587037037,328.3538462,5.747692308,3.875769231,0.773195876,2.478028684,0.030927835,0
contempPoet,"ThisNight,byWilliamHeyen/Poet",0.3901,0.2202,0.0175,0.2368,0.4912,0.0555,0.0138,0.7456,0.0972,2.734255319,336.825,5.777931034,3.622068966,0.678571429,2.597696161,0.017857143,0.008928571
contempPoet,"PlayingDead,byAndrewHudgins/Poet",0.4629,0.2113,0.0176,0.2294,0.3941,0.1538,0.0512,0.6411,0.2051,2.972761194,360.9818182,5.512727273,3.898181818,0.660818713,2.155935459,0.01754386,0.01754386
contempPoet,"DegreesOfGrayInPhilipsburg,byRichardHugo/Poet",0.5972,0.222,0.0325,0.2801,0.6514,0.075,0.0083,0.9641,0.0916,2.776891386,351.8980583,5.654019608,4.140196078,0.664516129,2.08914354,0.025806452,0.022580645
contempPoet,"Absences,byDonaldJustice/Poet",0.3836,0.233,0.0181,0.3272,0.4363,0.1818,0,0.7818,0.1818,2.490537634,332.1298701,5.901333333,3.731333333,0.648148148,1.94011013,0.055555556,0.064814815
contempPoet,"VariationsOnATextByVallejo,byDonaldJustice/Poet",0.581,0.2009,0.0276,0.3979,0.5051,0.0919,0.0114,0.9307,0.1149,2.615568627,330.5980861,5.883972603,3.878493151,0.527586207,2.30536296,0.04137931,0.044827586
contempPoet,"AfterMakingLoveweHearFootsteps,byGalwayKinnell/Poet",0.4716,0.2303,0.0282,0.3841,0.418,0.0877,0,0.8305,0.1052,2.75316129,342.300813,6.056481481,3.927777778,0.710227273,2.355444816,0.028409091,0.017045455
contempPoet,"BlackberryEating,byGalwayKinnell/Poet",0.3557,0.4085,0.0322,0.4086,0.7849,0.3333,0,1.2258,0.3333,2.672428571,348.32,5.481333333,4.308333333,0.72826087,2.714523007,0.032608696,0.02173913
contempPoet,"Thrall,byCarolynKizer/Poet",0.4925,0.2068,0.0154,0.3608,0.4793,0.0574,0,0.8556,0.0919,2.847109827,364.5524476,5.836101695,3.809152542,0.594871795,2.220503628,0.071794872,0.051282051
contempPoet,"TheIntruder,byCarolynKizer/Poet",0.5405,0.3151,0.0327,0.3196,0.7213,0.0476,0.0119,1.0737,0.0714,2.866536585,357.8,5.367804878,4.186829268,0.728395062,2.523980013,0.041152263,0.004115226
contempPoet,"FacingIt,byYusefKomunyakaa/Poet",0.4629,0.2128,0.0352,0.3588,0.5,0.0574,0,0.8941,0.0689,2.995483871,385.7578947,5.798,3.894909091,0.640718563,2.156648547,0.035928144,0.023952096
contempPoet,"AudacityoftheLowerGods,byYusefKomunyakaa/Poet",0.3573,0.3094,0.0425,0.3085,0.4361,0.1538,0,0.7872,0.1538,2.766621622,379.1568627,5.818484848,3.979090909,0.885416667,2.487733648,0.052083333,0.010416667
contempPoet,"HeavenasAnus,byMaxineKumin/Poet",0.4814,0.2283,0.0594,0.3837,0.5837,0.1428,0.0793,1.027,0.2222,2.602162162,309.6842105,5.343,4.2128,0.72826087,2.499606516,0.038043478,0.027173913
contempPoet,"Nurture,byMaxineKumin/Poet",0.4259,0.3011,0.0357,0.4214,0.6,0.1176,0.0196,1.0571,0.1372,2.681570248,337.2093023,5.703396226,4.033962264,0.744680851,2.631669669,0.014184397,0.014184397
contempPoet,"TheAbduction,byStanleyKunitz/Poet",0.5576,0.2234,0.0152,0.3688,0.5627,0.0797,0.0072,0.9467,0.0942,2.700692641,333.1618497,5.907076923,3.918153846,0.640151515,2.36273044,0.049242424,0.022727273
contempPoet,"MyIndigo,byLi-YoungLee/Poet",0.336,0.2089,0,0.5061,0.5555,0.0769,0,1.0617,0.1025,2.777464789,347.2363636,5.796785714,3.891785714,0.756097561,2.32602728,0.048780488,0.012195122
contempPoet,"EatingAlone,byLi-YoungLee/Poet",0.4802,0.2014,0.0217,0.3586,0.5706,0.0317,0,0.951,0.0317,2.916644737,361.2711864,5.560166667,3.901333333,0.677595628,2.366173888,0.054644809,0.016393443
contempPoet,"TheMutes,byDeniseLevertov/Poet",0.5153,0.2129,0.037,0.3657,0.5138,0.0427,0.0085,0.9166,0.0683,2.620486486,336.4071429,5.7182,4.06,0.637209302,2.1264203,0.023255814,0.023255814
contempPoet,"Wedding-Ring,byDeniseLevertov/Poet",0.4049,0.2177,0.0243,0.3821,0.4471,0.0877,0,0.8536,0.1052,2.462871287,320.8414634,5.777878788,3.814545455,0.729508197,2.042533039,0.057377049,0.016393443
contempPoet,"TheyFeedTheyLion,byPhilipLevine/Poet",0.5432,0.208,0.0242,0.4493,0.5789,0.043,0,1.0526,0.0645,2.858564593,338.6686391,5.819473684,4.070921053,0.510121457,2.385207188,0.068825911,0.008097166
contempPoet,"AnimalsArePassingFromOurLives,byPhilipLevine/Poet",0.416,0.226,0.0303,0.3333,0.5606,0.1594,0.0144,0.9242,0.1884,2.923486239,343.3125,5.7172,4.111,0.704545455,2.493311276,0.037878788,0.037878788
contempPoet,"""ToSpeakofWoeThatIsinMarriage"",byRobertLowell/Poet",0.3852,0.2214,0.045,0.2882,0.4954,0.1388,0.1388,0.8288,0.2777,2.716071429,345.9428571,5.855757576,4.328787879,0.783018868,2.238784608,0.047169811,0.018867925
contempPoet,"Onions,byWilliamMatthews/Poet",0.5576,0.2247,0.0228,0.441,0.6692,0.0833,0,1.133,0.1333,2.669911111,317.2590361,5.573815789,4.080394737,0.632183908,2.341934903,0.053639847,0
contempPoet,"CharlesonFire,byJamesMerrill/Poet",0.4975,0.3132,0.0101,0.4494,0.6212,0.1666,0.0138,1.0808,0.1805,2.70754491,344.0894309,5.923541667,3.950625,0.746192893,2.352733533,0.030456853,0.030456853
contempPoet,"body,byJamesMerrill/Poet",0.318,0.2075,0.0285,0.1857,0.5428,0,0.0833,0.7571,0.0833,2.6704,331.7692308,5.75625,3.92875,0.857142857,2.477287521,0,0.042857143
contempPoet,"FortheAnniversaryofMyDeath,byW.S.Merwin/Poet",0.3393,0.2087,0.0481,0.3493,0.518,0.0303,0,0.9156,0.0606,2.583670886,338.5833333,6.068846154,3.891538462,0.726190476,2.015519486,0.047619048,0.023809524
contempPoet,"WhenYouGoAway,byW.S.Merwin/Poet",0.3688,0.1202,0,0.4158,0.4455,0.1,0.0333,0.8613,0.1333,2.554470588,313.2972973,5.870714286,3.542857143,0.693069307,2.136133191,0.02970297,0.059405941
contempPoet,"MinorMiracle,byMarilynNelson/Poet",0.5504,0.2294,0.0274,0.2313,0.6078,0.0808,0,0.8666,0.0909,2.890201005,372.2818792,5.616716418,3.996865672,0.638554217,2.392432373,0.036144578,0.016064257
contempPoet,"TheSmallVasesfromHebron,byNaomiShihabNye/Poet",0.4827,0.2299,0.0107,0.3494,0.5161,0.0729,0,0.8763,0.0833,2.822138365,340.5901639,5.874754098,3.790819672,0.700534759,2.522324427,0.042780749,0.016042781
contempPoet,"Hello,byNaomiShihabNye/Poet",0.5297,0.2062,0.0301,0.3017,0.4698,0.0731,0,0.8017,0.0731,2.823853659,343.2994012,5.560714286,3.843428571,0.637931034,2.35087129,0.060344828,0.00862069
contempPoet,"PersonalPoem,byFrankO'Hara/Poet",0.5711,0.1302,0.0215,0.3776,0.5,0.0937,0.0104,0.8992,0.125,2.55,331.2983425,6.003658537,4.050853659,0.596428571,2.126337628,0.032142857,0.014285714
contempPoet,"WhyIAmNotAPainter,byFrankO'Hara/Poet",0.495,0.1065,0.0102,0.3163,0.454,0.0864,0,0.7806,0.1111,2.673101266,338.5354331,6.227692308,3.886346154,0.502538071,2.018560554,0.045685279,0.015228426
contempPoet,"May1968,bySharonOlds/Poet",0.5675,0.2012,0.0255,0.3941,0.4343,0.0952,0,0.854,0.1142,2.785814978,338.7027027,5.920882353,3.872647059,0.588447653,1.956223548,0.036101083,0.032490975
contempPoet,"UniversityHospital,Boston,byMaryOliver/Poet",0.581,0.2234,0.0346,0.3667,0.4532,0.1031,0.0079,0.8546,0.1349,2.582734375,332.8883721,5.538023256,3.971395349,0.629757785,2.086288833,0.01384083,0.041522491
contempPoet,"TheSummerDay,byMaryOliver/Poet",0.4543,0.1264,0.0306,0.2392,0.4171,0.1176,0,0.6871,0.1176,2.533877551,323.2357724,5.712790698,3.95744186,0.591463415,2.060920548,0.030487805,0.012195122
contempPoet,"DearestReader,byMichaelPalmer/Poet",0.3754,0.3094,0.0571,0.4761,0.4952,0.0666,0.0222,1.0285,0.0888,2.979090909,357.6615385,5.823636364,3.91969697,0.761904762,2.492009638,0.066666667,0
contempPoet,"Aubade:SomePeaches,AfterStorm,byCarlPhillips/Poet",0.4086,0.2257,0.0476,0.2698,0.5396,0.0606,0.0151,0.8571,0.0909,2.437657658,313.8333333,5.803529412,3.896764706,0.822580645,2.252437545,0.056451613,0.024193548
contempPoet,"CrossingTheWater,SylviaPlath/Poet",0.359,0.2208,0.0631,0.5263,0.6631,0.0333,0,1.2526,0.0333,2.798433735,353.0149254,5.600294118,3.851470588,0.736842105,2.101402896,0.031578947,0
contempPoet,"Power,byAdrienneRich/Poet",0.4086,0.3018,0.0317,0.4523,0.4603,0.1333,0,0.9444,0.1777,2.642222222,343.3424658,5.433666667,4.042666667,0.663934426,1.982992997,0.032786885,0.016393443
contempPoet,"RootCellar,byTheodoreRoethke/Poet",0.3262,0.3192,0.04,0.28,0.7333,0.1851,0,1.0533,0.1851,2.795636364,349.8611111,5.147916667,4.065416667,0.878378378,3.129736103,0.040540541,0
contempPoet,"TheRoomofMyLife,byAnneSexton/Poet",0.4975,0.213,0.0151,0.3686,0.4898,0.0404,0,0.8737,0.0707,2.699090909,332.2781955,5.946428571,4.236071429,0.621212121,2.324016132,0.075757576,0.025252525
contempPoet,"HerKind,byAnneSexton/Poet",0.4271,0.2248,0.0141,0.2907,0.5531,0.2631,0.1754,0.8581,0.5263,2.596902655,336.6551724,5.752,4.12125,0.638297872,2.509040591,0.028368794,0.021276596
contempPoet,"Fork,byCharlesSimic/Poet",0.2923,0.1333,0,0.3448,0.4482,0.1904,0,0.7931,0.1904,2.720185185,337.9565217,5.556363636,4.143636364,0.796610169,2.240361399,0.084745763,0.033898305
contempPoet,"MyNoiselessEntourage,byCharlesSimic/Poet",0.416,0.2165,0.0227,0.3939,0.5227,0.0333,0,0.9393,0.0833,2.637522124,334.5340909,5.304571429,4.021428571,0.766917293,2.022562553,0.022556391,0.022556391
contempPoet,"WorkingLate,byLouisSimpson/Poet",0.5207,0.2086,0.018,0.3873,0.3873,0.0729,0.0208,0.7927,0.0937,2.68774359,335.3589744,5.644923077,3.799384615,0.614349776,2.188829855,0.044843049,0.035874439
contempPoet,"CleaningaFish,byDaveSmith/Poet",0.5369,0.2058,0.025,0.3958,0.45,0.0666,0,0.8708,0.0666,2.683098592,361.0481928,5.856285714,4.138428571,0.620833333,2.241529905,0.054166667,0.008333333
contempPoet,"Pacemaker,byW.D.Snodgrass/Poet",0.5207,0.3162,0.045,0.3513,0.6216,0.1264,0.0229,1.018,0.1839,2.781410256,347.9516129,5.372571429,4.144571429,0.714953271,2.403012517,0.028037383,0.004672897
contempPoet,"HayfortheHorses,byGarySynder/Poet",0.4111,0.2289,0.0312,0.3046,0.6484,0.0454,0,0.9843,0.0454,2.836804124,341.6282051,5.469459459,3.966486486,0.763779528,2.437729435,0.039370079,0.015748031
contempPoet,"Oranges,byGarySoto/Poet",0.5531,0.2079,0.0387,0.3178,0.5465,0.0987,0,0.9031,0.0987,2.825525114,367.1935484,5.900625,3.93578125,0.611538462,2.255746027,0.046153846,0.030769231
contempPoet,"Glass-BottomBoat,byElizabethSpires/Poet",0.6056,0.3006,0.022,0.3753,0.4921,0.0679,0.0123,0.8895,0.0802,2.635858209,338.0344828,5.937078652,3.94,0.641269841,2.337378528,0.044444444,0.025396825
contempPoet,"Gin,byDavidSt.John/Poet",0.612,0.2216,0.0153,0.4018,0.4417,0.0396,0,0.8588,0.0634,2.829084746,358.7022222,5.758190476,3.869904762,0.642201835,2.36538545,0.067278287,0.018348624
contempPoet,"TravelingthroughtheDark,byWilliamStafford/Poet",0.4469,0.2097,0.0445,0.2866,0.4012,0.0833,0,0.7324,0.0833,2.808432836,354.5849057,5.471458333,4.0175,0.692307692,2.276730896,0.044871795,0
contempPoet,"NoticeWhatThisPoemIsNotDoing,byWilliamStafford/Poet",0.3901,0.2028,0.0175,0.4385,0.5087,0.0238,0,0.9649,0.0714,2.632673267,334.2222222,6.110625,3.78125,0.573913043,1.785681994,0.052173913,0.008695652
contempPoet,"TheDancing,byGeraldStern/Poet",0.437,0.216,0.0335,0.3691,0.4496,0.0196,0,0.8523,0.0588,2.770564516,345.969697,5.631621622,4.211351351,0.693333333,2.555922847,0.033333333,0.006666667
contempPoet,"ThePrediction,byMarkStrand/Poet",0.3704,0.2148,0.0294,0.4607,0.6078,0.0666,0,1.098,0.0666,2.860217391,380.2054795,6.058518519,3.804444444,0.601941748,2.099794235,0.038834951,0.029126214
contempPoet,"TheNight,ThePorch,byMarkStrand/Poet",0.4037,0.1262,0.0327,0.2704,0.4508,0.1481,0,0.754,0.1481,2.391551724,310.6,6.180588235,3.760294118,0.680327869,1.956191112,0.032786885,0.057377049
contempPoet,"Letter,byJeanValentine/Poet",0.4037,0.2216,0.0901,0.5245,0.459,0.0666,0,1.0737,0.1111,2.818989899,361.7654321,5.926046512,4.004651163,0.65,2.355338121,0.091666667,0.025
contempPoet,"Year’sEnd,byEllenBryantVoigt/Poet",0.5099,0.2107,0.019,0.3714,0.5857,0.1458,0,0.9761,0.1666,2.715833333,354.1392405,5.561857143,3.944714286,0.639810427,2.170456492,0.033175355,0.028436019
contempPoet,"InTracklessWoods,byRichardWilbur/Poet",0.3786,0.2104,0.0093,0.2897,0.4953,0.0555,0.1388,0.7943,0.1944,2.468539326,323.4782609,5.481111111,3.832962963,0.75,2.272943981,0.027777778,0.009259259
contempPoet,"TheSinging,byC.K.Williams/Poet",0.6269,0.2139,0.0547,0.3573,0.4812,0.0935,0,0.8933,0.0994,2.626338983,340.6085106,5.93775,3.942375,0.549132948,2.088829812,0.011560694,0.014450867
contempPoet,"MoreBluesandtheAbstractTruth,byC.D.Write/Poet",0.5396,0.1327,0.0329,0.3909,0.4897,0.054,0.009,0.9135,0.063,2.812546296,346.4268293,5.796341463,3.920853659,0.596707819,1.976678205,0.061728395,0.024691358
