Word,contempPoet,19th,contempAmateur,total
climate,1,0,0,1
cow,0,1,0,1
excrement,1,0,0,1
ill,1,3,1,5
brac,0,1,0,1
steer,0,1,0,1
groans,2,0,0,2
con,1,0,0,1
prefers,0,1,0,1
tough,1,0,3,4
spear,0,1,0,1
cadenced,2,0,0,2
bestows,0,1,0,1
sardines,3,0,0,3
wider,0,1,0,1
oblivious,0,0,1,1
heals,0,1,0,1
speak,1,3,1,5
twilights,0,1,0,1
engines,2,0,0,2
condemned,2,0,0,2
warmth,0,0,1,1
families,1,0,1,2
easy,2,0,1,3
relaxing,0,0,1,1
hoist,0,1,0,1
contestant,1,0,0,1
has,24,44,17,85
harms,0,1,0,1
pungent,1,0,0,1
air,12,19,6,37
aim,0,0,1,1
voluminous,0,1,0,1
warbled,0,1,0,1
aid,0,2,0,2
property,1,0,0,1
moan,0,5,1,6
mistake,0,1,2,3
plover,0,1,0,1
crowning,0,0,1,1
sting,2,0,0,2
skipping,1,0,0,1
tissue,0,1,0,1
brake,0,0,1,1
cone,1,0,0,1
soldier,1,3,0,4
perform,1,0,0,1
jerry,0,1,0,1
descend,1,1,0,2
plates,1,2,0,3
wheel,3,0,0,3
idyl,0,1,0,1
springing,0,1,0,1
hang,0,2,1,3
evil,3,5,1,9
hand,14,14,14,42
selfless,0,0,1,1
blamed,0,1,0,1
railspike,1,0,0,1
kept,2,0,0,2
whereby,0,3,0,3
thy,0,43,5,48
humble,0,6,0,6
sullenly,1,0,0,1
the,1219,1391,517,3127
marsupials,1,0,0,1
mingle,0,1,1,2
gods,1,3,0,4
repose,2,0,0,2
farther,0,0,1,1
tramples,0,1,0,1
hills,4,5,2,11
shout,0,3,0,3
spread,1,2,1,4
transformed,1,1,0,2
board,0,1,0,1
righteous,0,1,0,1
photographed,0,1,0,1
innsbruck,0,1,0,1
keats,1,0,0,1
boxes,5,0,0,5
barge,1,0,0,1
hairless,1,0,0,1
lily,0,1,0,1
lapsed,0,1,0,1
night,30,46,16,92
starvation,1,0,0,1
honored,2,0,0,2
sends,2,0,0,2
flatter,0,1,0,1
briars,1,0,0,1
eyeing,1,0,0,1
born,2,12,2,16
bore,0,1,1,2
orchid,0,1,0,1
festers,0,1,0,1
climacteric,1,0,0,1
humor,1,0,0,1
purple,0,4,0,4
nuzzled,1,0,0,1
denied,1,0,0,1
beating,0,1,1,2
dovelike,0,1,0,1
peel,1,0,1,2
confer,0,1,0,1
angering,1,0,0,1
substitution,2,0,0,2
taker,0,1,0,1
post,1,1,0,2
robotically,0,0,1,1
banked,1,0,0,1
diner,1,0,0,1
fiies,0,1,0,1
theirs,1,1,0,2
newspapers,2,0,0,2
months,0,0,2,2
horizon,0,2,0,2
cherish,1,1,3,5
dilemma,0,0,1,1
mantle,0,1,1,2
scuppers,0,1,0,1
prisoners,1,0,0,1
float,1,1,0,2
viewless,0,1,0,1
stumble,0,1,1,2
ole,0,1,0,1
strangely,1,1,0,2
deception,0,1,0,1
wailed,0,1,0,1
redbirds,1,0,0,1
tumblers,1,0,0,1
fight,1,1,4,6
accordingly,0,1,0,1
dews,0,1,0,1
way,20,7,23,50
wax,0,1,0,1
accords,0,1,0,1
quirky,0,0,1,1
was,79,74,65,218
war,3,14,3,20
becoming,1,0,0,1
vitality,1,0,0,1
taken,2,2,1,5
boon,0,1,0,1
astonished,1,0,1,2
cedes,0,0,1,1
true,6,5,30,41
absent,1,1,0,2
dowry,0,1,0,1
braver,1,0,0,1
captive,0,1,0,1
invincible,0,1,0,1
crystal,1,0,0,1
anew,1,0,2,3
unusually,1,0,0,1
prayed,0,2,0,2
promises,1,0,2,3
promiser,0,1,0,1
guesses,0,1,0,1
tweilen,0,1,0,1
evidence,1,0,0,1
manure,1,0,0,1
howling,0,2,0,2
guessed,1,0,0,1
promised,0,1,0,1
prayer,1,2,0,3
wintry,0,1,0,1
mold,2,0,0,2
mole,1,0,0,1
flap,1,1,0,2
dying,6,5,3,14
meanness,1,0,0,1
reality,3,0,5,8
interested,2,0,1,3
holding,4,1,5,10
test,1,0,0,1
unwilling,0,0,1,1
shrink,0,1,0,1
brothers,3,1,0,4
o'clock,0,2,0,2
welcome,1,3,0,4
cheated,0,0,2,2
together,11,4,17,32
beds,0,2,0,2
songs,0,2,0,2
concept,0,1,1,2
dance,2,6,2,10
battle,1,3,3,7
layers,1,0,0,1
certainly,0,1,0,1
mounted,1,3,0,4
grape,1,0,0,1
zone,0,1,0,1
hums,0,0,1,1
flash,5,1,0,6
aristocratic,0,1,0,1
rhythm,1,0,1,2
terror,2,2,1,5
shakespeare,0,1,0,1
brown,4,3,2,9
pondered,0,1,0,1
seemingly,1,0,0,1
anonymous,1,0,0,1
trouble,1,1,0,2
dumbshow,1,0,0,1
brows,0,1,0,1
turns,0,1,4,5
auld,0,0,1,1
fragile,1,0,0,1
gun,3,1,0,4
p,0,0,1,1
brine,0,1,0,1
gut,0,0,1,1
guy,4,0,1,5
woven,0,0,1,1
brave,2,3,0,5
temples,1,2,0,3
bedroom,2,0,0,2
discover,1,1,0,2
cost,1,0,1,2
helpless,1,0,1,2
tempest,0,1,0,1
curse,0,2,1,3
appear,2,0,2,4
wolfe,0,1,0,1
shared,0,0,3,3
appeal,0,1,0,1
blotched,1,0,0,1
supporting,1,0,0,1
nothen,0,1,0,1
aline,0,1,0,1
genes,1,0,0,1
whiteness,0,1,0,1
pause,0,2,0,2
hadn't,3,1,0,4
roaring,1,1,0,2
hoops,0,1,0,1
appears,2,1,0,3
change,1,7,7,15
sending,1,0,0,1
merriment,0,2,0,2
flames,2,1,0,3
trial,1,0,0,1
bangs,1,0,0,1
usually,1,0,0,1
pillow,2,0,1,3
mellowed,0,1,0,1
should,7,18,7,32
market,1,2,0,3
primrose,0,1,0,1
prove,0,1,0,1
live,8,12,11,31
angels,0,1,0,1
hesitates,1,0,0,1
entrance,1,0,0,1
countertop,1,0,0,1
towers,0,4,1,5
repentance,0,0,1,1
clue,0,0,1,1
hesitated,1,0,0,1
fingered,3,0,0,3
trilling,1,0,0,1
car,7,0,1,8
cap,2,0,0,2
cat,4,2,0,6
decker,0,1,0,1
hardest,0,0,3,3
gathers,1,0,0,1
can,27,28,44,99
unmourned,1,0,0,1
fortifies,0,1,0,1
breeds,0,1,0,1
heart,8,49,65,122
gaston,1,0,0,1
pauses,1,0,0,1
saith,0,2,0,2
december,2,1,0,3
chip,1,0,0,1
didn't,8,1,6,15
heard,13,10,7,30
purity,0,1,1,2
occur,0,0,1,1
bankrupt,0,1,0,1
spreads,0,1,1,2
trophies,1,1,0,2
write,4,2,2,8
flank,1,0,0,1
gaping,0,1,0,1
nonstop,1,0,0,1
product,1,0,0,1
neat,0,2,0,2
ponies,1,1,0,2
lifting,2,3,0,5
indifferently,1,0,0,1
remember,2,1,9,12
whenever,0,1,0,1
candles,2,1,0,3
crept,1,2,1,4
laff,0,1,0,1
serving,0,2,0,2
indeed,0,1,0,1
colt,0,1,0,1
displayed,0,0,1,1
brain,2,7,0,9
stile,0,1,0,1
cold,11,11,6,28
still,30,21,26,77
birds,2,6,2,10
freckled,0,1,0,1
willow,1,0,0,1
blackbirds,1,0,0,1
reaping,0,2,0,2
inflicted,0,0,2,2
forms,0,3,0,3
window,9,6,3,18
showered,0,0,1,1
noo,0,1,0,1
fling,0,1,0,1
lumbering,1,0,0,1
tails,2,0,0,2
half,9,19,1,29
not,77,105,63,245
now,35,35,46,116
hall,1,2,1,4
halo,0,1,0,1
enacted,0,1,0,1
wont,0,1,4,5
streaks,0,1,0,1
sop,0,1,0,1
servant,0,1,0,1
james,1,1,0,2
drop,5,2,2,9
entirely,0,1,0,1
em,2,0,0,2
mould,0,1,1,2
en,1,0,0,1
stooping,0,1,0,1
hurried,2,0,0,2
fires,2,5,0,7
ex,0,0,1,1
year,9,3,6,18
hymns,0,1,1,2
pills,1,0,0,1
shown,1,0,2,3
opened,4,2,2,8
avore,0,1,0,1
space,2,6,1,9
furthermore,0,1,0,1
thirst,0,1,1,2
hastily,0,1,0,1
looking,11,7,7,25
clanked,0,1,0,1
shows,0,1,0,1
rebuilding,0,1,0,1
helmund,0,1,0,1
cars,5,0,2,7
cart,1,0,0,1
rebel,0,1,0,1
marine,1,0,0,1
care,3,5,15,23
waxy,1,0,0,1
milestones,0,1,0,1
domes,0,1,0,1
british,0,1,0,1
langucge,0,1,0,1
tangled,0,0,1,1
invitation,1,1,0,2
profess,1,0,0,1
blind,3,4,4,11
tennis,1,0,0,1
shears,0,1,0,1
mockest,0,1,0,1
striking,1,0,0,1
sojourner,0,0,1,1
yourself,4,3,4,11
untrue,0,1,0,1
pliant,1,0,0,1
ring,5,1,1,7
tame,1,0,0,1
tomorrow,0,1,8,9
size,2,0,0,2
sheep,0,2,0,2
sheer,0,1,1,2
sheet,0,2,0,2
silent,3,6,2,11
caught,3,3,1,7
breed,1,2,0,3
blackening,0,1,0,1
friend,11,10,10,31
thaw,0,1,0,1
mostly,2,0,0,2
that,119,232,163,514
pittsburgh,2,0,0,2
brains,0,3,1,4
wronging,1,0,0,1
geraniums,0,1,0,1
baja,1,0,0,1
flowers,7,5,3,15
than,5,30,8,43
television,1,0,0,1
artificer,1,0,0,1
magnesium,1,0,0,1
fruits,0,2,0,2
extinguish,0,1,0,1
fruity,1,0,0,1
sublime,0,3,1,4
chlorophyll,0,0,1,1
angel,0,0,10,10
remained,1,0,2,3
slat,2,0,0,2
twinkled,0,1,0,1
mwore,0,2,0,2
slam,0,0,1,1
anger,0,0,2,2
breakfast,1,0,1,2
tympani,1,0,0,1
offering,1,0,0,1
lumps,1,0,0,1
inked,1,0,0,1
overcoming,0,1,0,1
snout,1,0,0,1
hookah,0,1,0,1
packed,2,0,1,3
topping,1,0,0,1
price,0,0,2,2
successive,1,1,0,2
],0,1,0,1
forever,2,1,14,17
dream,5,8,10,23
steady,3,1,0,4
mrs,1,0,0,1
sunset,0,3,1,4
slaves,5,2,0,7
pattern,1,4,0,5
rambling,1,0,0,1
german,0,1,0,1
fifty,1,0,0,1
discovered,1,0,0,1
quidding,0,1,0,1
geography,1,0,0,1
palpitant,0,1,0,1
nemesis,0,0,1,1
busily,1,1,0,2
stair,0,1,0,1
stained,5,0,0,5
only,21,23,25,69
chopin,0,1,0,1
stain,1,3,1,5
shrill,0,1,0,1
uncomely,0,1,0,1
'tis,0,1,0,1
truly,1,0,3,4
loath,0,1,0,1
cannot,2,7,2,11
bracelets,0,1,0,1
stroll,1,0,0,1
leather,3,0,0,3
sorrowfully,0,1,0,1
husband,2,5,0,7
concert,0,1,0,1
burst,0,1,0,1
famine,0,1,0,1
asleep,4,0,0,4
staunch,0,2,0,2
sport,0,2,0,2
concern,0,0,1,1
crawfish,0,1,0,1
colours,0,1,0,1
3,1,0,0,1
between,11,4,2,17
notice,4,2,2,8
pluck,0,1,0,1
blame,0,1,1,2
hurts,0,0,4,4
moans,0,1,0,1
nile,2,0,0,2
comet,1,0,0,1
wheels,3,2,0,5
comes,9,12,8,29
madness,1,3,0,4
jeans,1,0,1,2
couldn't,5,0,2,7
proved,0,1,0,1
wolds,0,1,0,1
cycling,1,0,0,1
cares,1,0,1,2
rebuild,0,0,1,1
informed,0,1,0,1
odes,0,1,0,1
tropical,1,0,0,1
homely,1,0,0,1
figured,0,1,0,1
rubs,2,0,0,2
stems,1,0,0,1
sticky,1,0,0,1
ruby,0,1,0,1
these,19,13,14,46
trick,1,1,0,2
freely,2,0,0,2
scum,1,0,0,1
cassio,0,1,0,1
zenith,0,0,1,1
soil,5,2,0,7
figurines,1,0,0,1
embrace,1,2,2,5
heels,1,0,0,1
return,2,1,0,3
bareheaded,0,1,0,1
floating,1,0,1,2
worry,0,0,1,1
northward,0,1,0,1
develop,0,0,1,1
gentlemen,0,1,0,1
streams,0,3,0,3
noble,0,1,0,1
finish,1,0,1,2
centuries,1,0,0,1
foam,0,3,0,3
fruit,3,2,2,7
unasked,1,0,0,1
swallow,0,1,0,1
traps,1,0,0,1
immeasurably,0,1,0,1
breeze,1,2,3,6
severn,0,1,0,1
muleteer,0,1,0,1
charged,2,0,0,2
excel,0,1,0,1
dancers,0,1,1,2
briscoe,1,0,0,1
shouts,0,1,0,1
foot,2,2,0,4
slugger,0,1,0,1
touch,6,2,12,20
speed,1,2,0,3
death,11,17,4,32
kanemitsu,1,0,0,1
thinking,5,0,13,18
senseless,0,0,1,1
bloodpump,1,0,0,1
verse,0,1,0,1
quickens,0,0,1,1
struck,1,2,1,4
swim,1,1,0,2
propped,1,0,0,1
frown,0,1,1,2
read,6,6,0,12
ruler,0,1,0,1
gonna,0,0,3,3
early,1,2,1,4
earnest,0,4,0,4
listening,4,1,0,5
using,0,0,1,1
lady,4,5,0,9
rear,0,1,0,1
fortune,0,2,1,3
wordlessly,0,1,0,1
beechwood,1,0,0,1
greeting,0,1,0,1
wisdoms,1,0,0,1
trailed,1,0,0,1
blackberry,2,0,0,2
downward,0,1,0,1
twelve,3,3,0,6
squills,0,3,0,3
insanities,0,2,0,2
moulders,1,0,0,1
passions,0,1,0,1
squire,0,1,0,1
slicked,1,0,0,1
forks,0,1,0,1
flourishing,0,1,0,1
cleansed,0,1,0,1
nuggets,1,0,0,1
wheat,2,2,1,5
business,3,2,0,5
strained,0,1,0,1
1932,1,0,0,1
innocence,0,3,1,4
sixty,2,0,1,3
leftover,1,0,0,1
throw,2,1,2,5
central,1,1,0,2
intolerable,0,1,0,1
fell,5,4,17,26
wold,0,1,0,1
heavy,4,7,2,13
chevrons,1,0,0,1
rolling,1,2,0,3
your,51,47,108,206
stare,4,2,4,10
logics,0,0,1,1
jowl,1,0,0,1
stark,0,1,0,1
start,4,1,10,15
lop,1,0,0,1
cats,1,1,0,2
low,1,10,2,13
lot,3,1,4,8
gunnery,0,1,0,1
groan,1,0,0,1
pitcher,1,0,0,1
pitched,1,0,0,1
trying,3,0,4,7
comics,0,1,0,1
sadness,1,1,3,5
harried,0,1,0,1
tones,0,2,0,2
bucked,1,0,0,1
beliefs,0,0,1,1
thoughtvul,0,1,0,1
describe,1,0,2,3
moved,5,0,0,5
salem,1,0,0,1
trickled,1,0,0,1
mover,1,0,0,1
moves,2,2,0,4
selfishly,0,1,0,1
trample,0,1,0,1
evenings,0,1,0,1
you,147,142,455,744
poor,3,14,0,17
poop,0,1,0,1
drift,1,0,0,1
peas,1,0,0,1
pool,2,0,0,2
building,3,0,1,4
mourned,1,0,0,1
unbind,0,1,0,1
cored,0,1,0,1
repay,0,2,0,2
embracing,0,0,1,1
strings,1,0,0,1
since,1,8,3,12
tomorrows,0,0,2,2
month,1,6,0,7
ceased,0,1,1,2
carpet,0,1,0,1
dreadful,0,2,0,2
chain,0,1,0,1
gunman,0,1,0,1
fervor,0,0,1,1
fountain,1,4,0,5
candelabrum,1,0,0,1
clubbed,1,0,0,1
very,6,15,9,30
horror,1,2,0,3
bombarded,1,0,0,1
coloured,0,1,0,1
verb,1,0,0,1
decide,1,6,0,7
headgear,0,1,0,1
robed,0,0,1,1
heaven,3,17,4,24
issue,0,1,0,1
smith,0,2,0,2
fence,2,0,1,3
gayle,0,0,1,1
streets,4,2,0,6
unheard,0,1,0,1
nearing,0,1,0,1
unblinking,1,0,0,1
heralds,0,1,0,1
darkness,7,2,5,14
consumers,1,0,0,1
emotions,0,0,3,3
run,3,4,4,11
fo'c,0,1,0,1
learned,0,1,2,3
edited,1,0,0,1
recruits,1,0,0,1
loose,1,1,2,4
tracks,2,0,0,2
trunk,1,0,0,1
praises,0,1,0,1
strong,1,14,7,22
lunchpails,1,0,0,1
colored,1,3,1,5
ahead,1,0,6,7
drawers,1,0,0,1
amount,1,0,1,2
uniquely,0,1,0,1
shuffle,0,0,1,1
family,1,2,4,7
tenderer,0,1,0,1
disgusting,1,0,0,1
tendered,1,0,0,1
aimed,1,0,0,1
trained,1,0,0,1
toys,0,1,0,1
unpleasantness,1,0,0,1
earliest,2,0,0,2
flaws,0,1,1,2
takes,3,3,3,9
answered,0,3,0,3
almost,10,1,1,12
mysterious,0,0,1,1
chestnut,1,1,0,2
brinded,0,1,0,1
fusses,0,1,0,1
quickening,0,1,0,1
excuse,0,2,0,2
broke,8,4,1,13
hurry,2,0,1,3
pretense,0,1,0,1
hardware,0,1,0,1
sweeps,2,0,0,2
nine,0,3,0,3
history,1,1,1,3
curtsey,0,1,0,1
pushed,5,0,2,7
cows,1,0,0,1
firmly,1,1,0,2
drough,0,1,0,1
ledges,0,1,0,1
ostriches,0,1,0,1
stayed,1,2,1,4
shrouds,1,0,0,1
foresees,0,0,1,1
adazzle,0,1,0,1
rapists,0,0,1,1
tried,0,2,1,3
rude,1,0,0,1
tries,2,1,1,4
finality,0,0,1,1
a,438,404,235,1077
drear,0,1,0,1
spectre,0,1,0,1
dread,1,1,1,3
egg,3,1,0,4
crafty,0,1,0,1
enslavement,0,1,0,1
help,1,1,5,7
urine,1,0,0,1
soon,8,5,4,17
held,4,3,2,9
committed,0,1,0,1
helm,0,2,0,2
hell,2,8,4,14
movest,0,1,0,1
reluctance,1,1,0,2
teeming,0,1,0,1
actually,2,0,1,3
absence,1,0,1,2
radical,0,1,0,1
tumbling,0,0,1,1
haven't,2,0,1,3
finer,0,1,0,1
fool,0,4,1,5
evening,2,12,1,15
food,1,2,2,5
ye,0,2,0,2
sweeping,1,0,0,1
towering,1,0,0,1
lightens,0,0,1,1
nectar,0,1,0,1
unaccompanied,0,1,0,1
imprisoned,0,0,1,1
sundays,1,0,0,1
fully,2,0,0,2
bless,1,0,1,2
stopped,4,3,1,8
predators,1,0,0,1
blest,0,2,0,2
fairy,0,2,0,2
isn't,5,0,3,8
flashbacks,0,0,1,1
restless,0,1,0,1
jaws,1,0,0,1
beyond,4,8,1,13
event,1,0,0,1
travels,1,0,0,1
wedlock,0,1,0,1
visions,0,1,1,2
surrounded,0,0,3,3
testify,1,0,0,1
jolly,0,1,0,1
sustain,0,0,1,1
shrivel,1,0,0,1
outrun,0,1,0,1
gardener,0,1,0,1
ass,2,0,0,2
bald,1,0,0,1
keening,0,1,0,1
housed,1,1,0,2
dirt,12,1,2,15
dung,1,0,0,1
pub,0,0,1,1
labs,1,0,0,1
houses,3,0,0,3
reason,2,4,6,12
base,1,0,1,2
brightest,0,1,0,1
dire,1,0,0,1
ask,4,3,3,10
ash,1,0,0,1
bask,0,1,0,1
heroic,0,1,0,1
launch,1,0,0,1
spruces,0,1,0,1
persuading,0,1,0,1
terrible,6,3,0,9
bridegroom,0,1,0,1
terribly,0,0,1,1
expecting,1,1,0,2
scouts,0,1,0,1
heartbeat,0,0,1,1
blush,0,2,0,2
sacrifice,0,1,2,3
mr,3,1,1,5
knocking,1,1,0,2
reflected,0,2,0,2
hebron,1,0,0,1
infinite,0,2,0,2
talked,0,2,0,2
rails,0,1,0,1
mist,2,2,3,7
miss,0,2,4,6
horse,3,1,0,4
powerless,0,1,0,1
blossom,1,5,0,6
belongs,0,1,0,1
station,0,0,1,1
mosaic,0,1,0,1
trails,0,1,0,1
hundred,2,2,0,4
banana,0,1,0,1
merciless,0,1,0,1
shifted,1,0,0,1
bowed,0,1,0,1
jacklight,1,0,0,1
trapped,2,0,1,3
jamie,0,0,1,1
minutest,1,0,0,1
jordan,1,0,0,1
boredom,1,1,1,3
blindly,2,0,0,2
grocery,0,0,1,1
grew,1,2,0,3
kindly,0,2,0,2
lament,0,1,1,2
anticipate,0,1,0,1
grey,1,9,5,15
bride,0,2,1,3
toward,7,2,2,11
charlotte,0,0,1,1
bridles,0,1,0,1
exemplum,1,0,0,1
juice,1,0,0,1
sentences,1,0,0,1
yeet,0,1,0,1
sensual,0,1,0,1
lid,0,1,0,1
lie,7,9,10,26
lil,0,0,3,3
lim,0,1,0,1
flaming,1,0,0,1
lit,3,3,0,6
lip,3,1,2,6
useless,0,2,0,2
seemliness,1,0,0,1
towards,0,2,1,3
quoth,0,1,0,1
quote,1,0,0,1
bridle,0,1,0,1
eaten,0,1,0,1
comparisons,1,0,0,1
approved,0,1,0,1
clear,8,4,1,13
asters,0,1,0,1
poured,0,1,0,1
clean,11,2,0,13
latest,0,2,0,2
blend,0,1,0,1
hips,0,0,1,1
stalked,0,0,1,1
stunned,2,0,0,2
flicker,0,1,0,1
booze,1,0,0,1
heavens,0,1,0,1
justice,1,2,0,3
flesh,7,3,0,10
flights,0,1,0,1
explodes,1,0,0,1
pretty,4,2,3,9
circle,2,0,0,2
somalia,0,0,1,1
plank,0,1,0,1
trees,20,5,5,30
speckled,1,0,0,1
famous,2,0,0,2
feels,3,0,5,8
pretending,0,0,1,1
during,1,0,0,1
chimney,1,0,0,1
gloved,1,0,0,1
poisoner,0,1,0,1
perfume,1,0,0,1
thwarts,1,0,0,1
gloves,1,0,0,1
laffed,0,1,0,1
poisoned,0,0,1,1
seventeen,1,0,0,1
throwing,0,0,1,1
plough,0,4,0,4
culture,0,1,0,1
close,6,2,3,11
patties,1,0,0,1
unrecognizable,0,1,0,1
pictures,1,1,1,3
dramatics,0,0,1,1
woo,0,2,0,2
won,0,1,1,2
forked,0,1,0,1
durst,0,1,0,1
pictured,1,1,0,2
piss,1,0,0,1
invisibly,1,0,0,1
unconscious,1,0,0,1
missing,1,1,1,3
generous,0,1,0,1
spray,1,1,1,3
ranked,0,1,0,1
invisible,2,2,1,5
understanding,2,1,1,4
kneeled,1,0,0,1
both,10,2,3,15
wouldn't,5,1,2,8
adored,0,0,1,1
forgotten,1,4,1,6
vault,0,3,0,3
secrete,1,0,0,1
searchlights,1,0,0,1
unrelenting,0,1,0,1
liked,2,1,1,4
headed,1,0,0,1
battery,0,1,0,1
whatever,3,2,1,6
likes,0,0,5,5
vessel,1,1,0,2
raimented,0,1,0,1
wer,0,1,0,1
damp,2,0,0,2
describes,0,0,1,1
damn,1,0,0,1
coarse,1,1,0,2
empty,7,2,4,13
dame,1,0,0,1
lived,1,1,4,6
partly,0,1,0,1
presitge,0,1,0,1
wet,4,4,0,8
else,8,1,4,13
recalled,1,0,0,1
intriguing,0,0,1,1
loom,1,0,0,1
soiled,1,0,0,1
look,14,14,23,51
rope,1,1,0,2
dusty,1,1,1,3
while,19,19,19,57
exuding,1,1,0,2
smart,1,0,0,1
fleet,0,1,0,1
guide,2,2,2,6
sombre,0,1,0,1
pack,1,0,0,1
petal,3,0,0,3
reads,1,0,0,1
loosened,1,1,0,2
ready,1,1,2,4
anymore,0,0,1,1
grant,0,2,0,2
belong,1,1,1,3
shuttered,1,0,0,1
squiggly,0,0,1,1
madly,0,1,0,1
grand,0,3,2,5
composition,1,0,0,1
conflict,0,1,0,1
hallway,0,0,1,1
used,3,4,10,17
dime,1,1,1,3
paperclips,1,0,0,1
000,3,0,0,3
haunting,1,0,2,3
brussels,0,0,1,1
tufts,1,1,0,2
older,2,1,1,4
leggèd,0,1,0,1
poland,1,0,0,1
obviously,1,0,0,1
calibrated,1,0,0,1
trance,0,2,0,2
grins,0,0,1,1
cedar,0,1,0,1
olden,0,1,0,1
distances,1,2,0,3
cave,2,0,0,2
bearer,0,1,0,1
shivering,1,2,0,3
desk,1,0,0,1
praying,2,0,0,2
afro,1,0,0,1
wounding,1,0,0,1
cherries,0,1,0,1
questioned,0,2,0,2
elves,1,0,0,1
march,0,2,0,2
lacking,1,1,0,2
showing,2,0,4,6
game,1,1,2,4
áll,0,1,0,1
wings,4,8,3,15
baseness,0,1,0,1
signal,1,0,0,1
strife,0,1,0,1
donne,0,0,1,1
sifts,0,1,0,1
crawled,1,0,0,1
softness,0,3,0,3
mathematical,0,1,0,1
parade,0,1,0,1
fathers,0,2,0,2
some,23,22,9,54
lips,3,5,3,11
entwining,0,1,0,1
savage,0,4,0,4
pounding,0,0,1,1
scullion,0,2,0,2
trotters,1,0,0,1
sweating,0,1,0,1
claimed,0,1,0,1
eating,4,0,0,4
rug,1,0,0,1
step,5,3,4,12
stew,1,1,1,3
lasts,0,1,0,1
nerves,1,0,0,1
plots,1,0,0,1
smothered,0,2,0,2
abroad,0,1,0,1
shine,2,4,1,7
bedmates,1,0,0,1
southwester,0,1,0,1
hinge,1,0,0,1
aye,0,1,0,1
shiny,2,0,0,2
block,1,0,0,1
miracles,0,0,3,3
seeing,3,0,4,7
within,2,8,13,23
resignedly,0,2,0,2
gilt,0,1,0,1
parables,0,1,0,1
sprawled,1,1,0,2
rolls,0,2,0,2
smells,1,0,0,1
caressed,0,1,0,1
