Word,contempPoet,19th,contempAmateur,total
trackless,1,0,0,1
candies,1,0,0,1
telephone,1,0,0,1
good,8,18,15,41
reshape,0,0,1,1
granted,0,2,2,4
bowl,1,2,0,3
bermuda,1,0,0,1
physical,1,0,0,1
events,1,2,0,3
week,2,0,0,2
tipsy,0,1,0,1
mockery,0,1,1,2
applaud,0,1,0,1
nest,1,4,0,5
driver,2,0,0,2
drives,2,1,0,3
muffled,1,3,0,4
weed,3,0,0,3
driven,3,3,1,7
persons,0,1,0,1
petticoat,0,1,0,1
delicate,2,0,0,2
statue,1,0,0,1
changing,2,3,4,9
weep,4,2,4,10
longing,1,2,0,3
no,45,53,50,148
magical,1,1,1,3
without,15,10,17,42
flakes,0,3,0,3
relief,2,0,0,2
components,1,0,0,1
model,2,0,0,2
reward,0,1,0,1
bodies,5,1,1,7
desolate,0,3,0,3
when,54,83,81,218
guided,0,0,1,1
actions,0,0,3,3
lavish,0,3,0,3
kill,1,3,2,6
polish,0,1,0,1
satin,0,1,0,1
captured,0,0,1,1
blow,0,6,1,7
announcement,1,0,0,1
gentleness,0,0,1,1
hint,2,1,0,3
rose,6,10,0,16
seems,5,6,5,16
except,5,2,1,8
complain,1,1,1,3
lets,1,0,1,2
luscious,0,1,0,1
rosy,0,1,0,1
flashing,1,1,0,2
kingdom,0,1,0,1
virginia,1,0,0,1
confines,0,1,0,1
vanquishes,0,0,1,1
cookoo,0,0,1,1
mugger,1,0,0,1
snore,2,0,0,2
sternly,0,1,0,1
tower,0,4,0,4
ya'ani,1,0,0,1
madrid,1,0,0,1
snatched,0,2,0,2
table,6,1,1,8
provided,0,1,0,1
mood,0,1,0,1
slick,1,0,0,1
stops,1,1,2,4
moon,13,6,1,20
severed,1,1,0,2
poem,8,1,5,14
nails,2,0,0,2
loudest,0,1,0,1
resurrection,0,0,1,1
rearranging,1,0,1,2
on,148,120,77,345
gaily,0,1,0,1
ok,0,0,2,2
oh,8,15,10,33
of,421,525,173,1119
shrimp,1,0,0,1
whence,0,1,0,1
stand,6,9,14,29
scornful,0,1,0,1
ov,0,3,0,3
gregory,0,1,0,1
or,64,72,26,162
amber,3,0,0,3
annoyances,0,0,1,1
ladies,0,3,0,3
rued,0,1,0,1
curses,0,1,0,1
instruments,0,1,0,1
cursed,0,2,1,3
everyone,0,0,4,4
rising,3,4,0,7
bends,1,0,0,1
buds,0,2,0,2
there,51,66,46,163
strict,1,0,0,1
racist,0,0,1,1
shamelessly,1,0,0,1
regard,0,1,0,1
jut,0,1,0,1
rouse,0,1,0,1
longer,5,1,6,12
tiptoe,1,0,0,1
grasp,0,2,1,3
grass,16,4,3,23
creeping,0,1,1,2
castles,0,0,1,1
taste,2,2,0,4
politics,1,0,0,1
resonating,0,0,1,1
stumbled,2,0,0,2
rubbed,0,1,0,1
bicycling,0,1,0,1
idiot,0,0,1,1
deserve,0,0,4,4
swords,0,1,0,1
rubber,1,0,0,1
roses,1,4,0,5
longed,1,1,0,2
5,1,1,0,2
calchas,0,1,0,1
babylon,0,1,0,1
oneself,1,0,1,2
separate,2,0,0,2
symbol,1,1,0,2
whiskers,0,1,0,1
hawthorne,0,1,0,1
perry,0,0,2,2
bullets,1,1,0,2
recognise,0,1,0,1
hornpipe,0,1,0,1
brass,1,1,0,2
calls,0,2,0,2
wife,5,0,3,8
odds,0,2,0,2
curve,1,0,0,1
rimmed,1,0,0,1
treason,0,0,1,1
peeks,1,0,0,1
swirls,1,0,0,1
throes,0,1,0,1
lace,1,1,0,2
ali,0,3,0,3
wreath,0,1,0,1
swerving,2,0,0,2
barons,0,1,0,1
follow,2,2,6,10
wakened,1,0,0,1
glimpse,0,0,1,1
begirt,0,1,0,1
sparkling,0,0,2,2
painter,2,0,0,2
defuse,1,0,0,1
immutable,1,0,0,1
woman,21,6,0,27
worse,0,0,2,2
song,8,13,3,24
far,7,24,3,34
fat,1,2,0,3
sons,0,1,1,2
worst,0,3,1,4
awful,0,1,0,1
soles,0,1,0,1
hamden,1,0,0,1
list,0,1,0,1
wilt,0,2,0,2
undone,0,1,0,1
fluent,0,0,1,1
entourage,1,0,0,1
rats,2,0,0,2
ten,9,2,0,11
tea,0,3,1,4
translating,1,0,0,1
rate,0,1,0,1
design,0,1,1,2
remarkably,0,1,0,1
what,64,57,51,172
sun,18,22,8,48
magnolia,1,0,0,1
brief,1,1,0,2
crush,0,3,0,3
racing,0,1,0,1
guns,0,0,1,1
womb,1,1,0,2
toes,3,11,1,15
solars,0,0,1,1
decrepitude,1,0,0,1
themself,0,1,0,1
condenses,0,0,1,1
directions,1,0,0,1
tragedy,0,4,0,4
thrift,0,1,0,1
allows,1,0,0,1
stiffness,0,1,0,1
acorn,0,1,0,1
suddenly,5,4,1,10
solitude,1,1,0,2
snug,1,0,0,1
1907,1,0,0,1
1945,2,0,0,2
florence,0,1,0,1
proceed,0,1,0,1
seaward,0,1,0,1
faint,1,2,0,3
conspiring,1,0,0,1
aconite,0,1,0,1
seeps,0,0,1,1
horses,2,2,0,4
flat,1,1,0,2
knows,4,7,4,15
mire,0,1,0,1
mad,1,3,4,8
flag,0,1,0,1
stick,2,1,0,3
known,1,3,4,8
waxes,0,1,0,1
glad,0,5,1,6
eden,0,1,0,1
shielded,0,1,1,2
equation,1,0,0,1
wrestler,0,1,0,1
v,1,0,0,1
blossoming,0,1,0,1
feebly,0,2,0,2
joints,1,0,0,1
arise,0,1,0,1
pond,1,1,0,2
terrestrial,0,1,0,1
jumrood,0,1,0,1
court,0,1,0,1
goal,0,0,1,1
rather,5,2,0,7
breaking,1,2,3,6
conducted,0,1,0,1
untied,0,1,0,1
speeding,1,0,0,1
explains,1,0,0,1
tinfoil,1,0,0,1
simplicity,0,0,1,1
okay,2,0,1,3
shrivelling,0,1,0,1
panoramic,1,0,0,1
lighting,1,0,0,1
numb,0,1,1,2
replete,0,0,1,1
short,0,1,1,2
chiefly,0,1,0,1
shady,0,2,0,2
shore,0,5,3,8
shade,3,7,0,10
balloon,0,1,0,1
don't,17,2,43,62
september,2,0,0,2
developed,0,1,0,1
rooted,0,1,0,1
style,1,0,1,2
blast,0,3,0,3
pray,1,2,4,7
strange,5,9,1,15
might,11,3,6,20
somebody,1,0,0,1
speechless,0,2,0,2
sundrops,0,1,0,1
hunted,1,0,0,1
smoothness,1,0,0,1
fasten,0,1,0,1
stroked,0,1,0,1
hammering,0,1,0,1
friendship,2,2,0,4
isinglass,1,0,0,1
weighs,0,0,1,1
tilted,2,1,0,3
pirates,0,1,0,1
weight,1,2,0,3
generation,0,1,0,1
duchess,0,3,0,3
scratching,0,1,0,1
stilled,0,1,0,1
alcohol,0,0,3,3
tipplers,0,1,0,1
hilt,0,1,0,1
puckering,0,1,0,1
reverend,0,1,0,1
hill,3,4,0,7
kilns,1,0,0,1
tassell,0,1,0,1
monotone,0,1,0,1
monotony,0,0,1,1
teach,0,0,2,2
sidewalk,1,0,0,1
jew,0,1,0,1
thrown,1,0,0,1
thread,2,0,3,5
cremates,1,0,0,1
threat,1,0,1,2
twenty,3,7,0,10
fallen,4,3,1,8
throws,0,1,0,1
feed,5,1,1,7
seeming,0,0,1,1
feel,2,17,41,60
relate,0,1,1,2
fancy,1,1,0,2
feet,6,8,4,18
sympathy,0,1,0,1
revolution,0,1,0,1
wench,0,1,0,1
blank,2,0,1,3
regret,0,1,2,3
passes,1,1,1,3
story,2,2,4,8
breathless,0,1,0,1
leading,0,2,2,4
grime,0,1,0,1
hangs,0,0,1,1
swarm,1,1,0,2
passed,4,3,1,8
pitted,0,1,0,1
store,2,2,1,5
convinces,0,0,1,1
treasures,0,0,1,1
convinced,1,0,1,2
shrunken,1,0,0,1
king,0,17,1,18
kind,3,3,4,10
double,1,0,0,1
aglint,0,1,0,1
dank,1,0,0,1
munificence,0,1,0,1
lancing,1,0,0,1
tongues,1,1,0,2
alike,0,2,0,2
vileness,0,1,0,1
rugs,1,0,0,1
wilson,1,0,0,1
nights,2,0,0,2
rochester,1,0,0,1
port,1,1,0,2
moist,2,1,0,3
finding,2,1,1,4
hurling,0,1,0,1
needle,0,2,0,2
electric,2,0,0,2
intervened,1,0,0,1
reach,2,6,1,9
cigarette,2,1,1,4
whitewall,1,0,0,1
70,1,0,0,1
nothing,26,21,21,68
soared,1,0,0,1
postman,0,3,0,3
patterned,0,4,0,4
mineral,1,0,0,1
windows,8,0,2,10
artemis,0,0,1,1
notch,1,0,0,1
lying,1,3,1,5
taffrail,0,1,0,1
stones,5,3,1,9
barter,0,1,0,1
fond,0,2,1,3
howls,0,1,0,1
melody,1,0,0,1
font,0,0,2,2
testicles,1,0,0,1
camel,0,1,0,1
grazes,1,0,0,1
nonchalance,0,1,0,1
vo'ks,0,1,0,1
windings,0,1,0,1
hip,0,1,1,2
shepherd,0,2,0,2
his,93,113,20,226
hit,1,1,0,2
cots,1,0,0,1
whistle,0,0,1,1
hid,0,3,0,3
instinctive,1,0,0,1
beards,1,1,0,2
him,27,38,20,85
fallible,0,0,1,1
chatni,1,0,0,1
medicines,1,0,0,1
timeless,1,0,0,1
necked,0,0,1,1
wroth,0,1,0,1
activity,0,0,1,1
cringe,0,1,0,1
relentless,1,0,0,1
wrote,0,0,1,1
bars,2,1,0,3
art,2,4,1,7
dump,1,0,0,1
philipsburg,1,0,0,1
defense,1,0,0,1
bare,1,5,6,12
are,63,106,57,226
thistle,0,1,0,1
cleverly,1,0,0,1
chambers,1,0,0,1
bark,0,4,0,4
arm,3,2,1,6
barn,3,0,0,3
learns,0,1,0,1
glistening,3,0,0,3
forlorn,0,1,2,3
slapped,1,0,0,1
drooping,1,4,0,5
various,1,0,0,1
consecutive,0,0,1,1
peeled,2,0,0,2
sold,1,1,0,2
attention,2,0,0,2
succeed,0,0,1,1
competent,1,0,0,1
prelude,0,1,0,1
lyrical,1,0,0,1
bronze,1,2,0,3
blazes,0,1,0,1
roman,1,0,0,1
became,3,1,2,6
baseball,2,0,0,2
bond,0,1,0,1
finds,1,0,0,1
reside,0,0,1,1
sloth,0,1,0,1
flies,3,2,0,5
sweet,7,15,6,28
sweep,1,1,0,2
regulated,0,1,0,1
nettles,1,0,0,1
village,0,2,1,3
acrid,1,0,0,1
decline,0,2,0,2
scented,0,1,0,1
dug,0,1,0,1
whom,3,5,2,10
brick,1,1,0,2
mossy,0,2,0,2
woke,3,1,0,4
attractive,0,0,1,1
flight,0,3,2,5
softest,0,1,0,1
goodly,0,1,0,1
cinch,0,1,0,1
demand,1,1,0,2
rocking,1,0,0,1
plants,1,0,1,2
stolen,0,0,1,1
frozen,1,3,1,5
clouded,1,2,1,4
demon,0,1,0,1
leans,0,2,0,2
disappointing,1,0,0,1
rio,1,0,0,1
awakening,0,1,0,1
obstacle,0,1,0,1
anguish,0,6,0,6
confirms,0,0,1,1
shirt,2,0,1,3
lengths,1,0,0,1
peoples,0,1,0,1
advise,1,0,0,1
spears,0,2,0,2
daughters,2,0,0,2
sliver,0,0,1,1
arrives,0,1,0,1
paths,0,10,2,12
flows,0,1,0,1
brooding,1,0,0,1
flown,1,0,1,2
arrived,2,1,0,3
brocade,0,4,0,4
lower,2,2,1,5
depending,2,0,0,2
anybody,0,1,0,1
dared,0,5,0,5
tarnish,0,1,0,1
cheer,0,1,0,1
edge,6,1,0,7
plotted,1,1,0,2
gorgeously,0,1,0,1
burden,0,1,0,1
scrupulous,1,0,0,1
pigeons,1,0,0,1
earthward,0,1,0,1
questions,2,0,1,3
silvery,0,1,0,1
continent,1,0,0,1
tables,1,1,0,2
tablet,1,0,0,1
sevenfold,0,1,0,1
drooped,1,1,0,2
exhibition,1,0,0,1
tormented,0,0,1,1
shovels,3,1,0,4
joyless,0,1,0,1
condemnation,0,0,1,1
spires,1,2,0,3
rafters,1,0,0,1
fulness,0,2,0,2
moods,0,1,0,1
unguessed,1,0,0,1
awaken,3,0,0,3
moody,1,0,0,1
shaped,0,1,0,1
message,2,1,0,3
shapes,2,0,0,2
untended,0,1,1,2
distrust,0,0,1,1
cereus,1,0,0,1
campagna,0,1,0,1
sprinklers,1,0,0,1
fucking,2,0,0,2
impassioned,1,0,0,1
eluding,0,0,1,1
streaming,3,2,0,5
swallowed,0,2,0,2
nosing,1,0,0,1
hosts,0,0,1,1
fragments,2,0,0,2
anna,0,0,1,1
porridge,0,1,0,1
jumps,1,0,0,1
veritas,0,1,0,1
aloft,1,1,0,2
othello,0,2,0,2
refuses,0,1,0,1
raider,1,0,0,1
intense,1,0,1,2
dormant,0,1,0,1
mingled,0,2,0,2
violins,0,2,0,2
ordeal,0,0,1,1
repeatingly,1,0,0,1
lifeless,0,0,1,1
range,0,1,0,1
hatred,2,5,0,7
fluttering,1,2,0,3
bleeds,0,0,6,6
youthful,1,2,2,5
wedded,0,2,0,2
twicked,1,0,0,1
blouses,1,0,0,1
drifted,1,0,0,1
mantled,1,0,0,1
impressed,0,1,0,1
whims,0,1,0,1
question,0,1,2,3
long,17,20,8,45
we're,7,4,2,13
mountains,0,2,0,2
plunge,0,1,0,1
succumbed,0,0,1,1
girlfriends,0,0,1,1
crank,0,0,1,1
upright,0,2,0,2
crane,0,0,1,1
shutters,0,1,0,1
stalking,0,0,1,1
homo,0,1,0,1
fried,1,1,0,2
called,5,6,0,11
freak,0,0,1,1
worthwhile,0,0,1,1
warning,0,0,1,1
rainbow,5,2,0,7
lemon,1,0,0,1
peach,0,2,0,2
rains,0,0,1,1
endurance,1,0,0,1
peace,1,4,2,7
backs,1,0,0,1
club,0,0,1,1
shallower,1,0,0,1
mock,1,3,0,4
nice,4,1,1,6
backbone,0,0,1,1
problems,1,0,1,2
breasts,4,1,0,5
hideouts,1,0,0,1
helping,0,0,1,1
meaning,1,2,1,4
vigil,0,1,0,1
posters,1,0,0,1
wrinkle,0,1,0,1
happier,0,2,0,2
vice,0,1,0,1
reproaches,1,0,0,1
weights,0,1,0,1
karma,0,0,1,1
strophe,0,1,0,1
intentional,0,1,0,1
once,11,16,14,41
hooks,2,0,0,2
alien,1,1,0,2
windy,1,1,0,2
016,1,0,0,1
winds,0,5,1,6
peering,1,0,1,2
include,1,0,0,1
fences,0,0,1,1
breathing,6,1,1,8
wished,1,2,0,3
toenail,1,0,0,1
hopper,0,0,1,1
wishes,0,0,1,1
noose,1,0,0,1
bounding,1,0,0,1
drinking,3,2,0,5
notes,1,0,0,1
leader,1,0,0,1
tenderness,0,3,1,4
dealt,0,1,1,2
pleas,0,0,1,1
someday,1,0,1,2
toils,0,1,0,1
smaller,1,0,0,1
folds,0,1,0,1
procession,1,0,0,1
fold,0,2,0,2
traveling,1,1,1,3
acid,1,0,1,2
pleace,0,1,0,1
headlines,1,0,0,1
folk,0,3,1,4
jephtha,0,1,0,1
forehanded,1,0,0,1
waiting,9,3,8,20
nightstick,1,0,0,1
chose,0,2,1,3
kangaroo,1,0,0,1
pushing,1,2,1,4
desired,1,1,0,2
sexy,0,0,1,1
ukraine,1,0,0,1
survivor,1,0,0,1
laughter,2,5,3,10
larger,2,2,0,4
shades,0,2,0,2
leaving,3,1,1,5
armpit,1,0,0,1
reds,1,0,0,1
chaste,0,1,0,1
shovel,2,0,0,2
apple,2,2,1,5
scales,3,0,0,3
shoved,0,0,1,1
grassier,0,1,0,1
motor,1,0,0,1
winkled,0,1,0,1
copybooks,1,0,0,1
redo,1,0,0,1
ape,0,2,0,2
use,1,1,2,4
from,93,97,49,239
stream,0,2,0,2
&,6,0,2,8
hopevul,0,1,0,1
frog,1,0,0,1
procrastinate,0,1,0,1
few,11,5,7,23
weeping,4,3,0,7
bitterly,0,1,0,1
sort,1,2,0,3
grandest,0,1,0,1
parliament,0,1,0,1
porch,2,0,0,2
credulous,0,1,0,1
heir,0,1,0,1
sore,0,1,2,3
hueless,0,1,0,1
rabbit,3,0,0,3
recount,0,1,0,1
entwined,0,0,1,1
women,7,7,0,14
linger,0,1,0,1
critic,1,0,0,1
anywhere,2,1,0,3
perched,0,1,0,1
splintery,2,0,0,2
dissolve,1,0,0,1
proof,0,0,1,1
douglass,0,1,0,1
tap,3,0,0,3
tar,2,0,0,2
dripping,0,3,0,3
rapt,0,1,0,1
heaving,0,1,0,1
something,12,3,18,33
onions,8,0,0,8
sis,0,0,5,5
sir,0,4,1,5
hyacinths,0,1,0,1
sip,1,1,0,2
sit,11,5,9,25
unnaming,1,0,0,1
six,1,4,0,5
camels,0,3,0,3
instead,1,1,2,4
struggled,0,1,0,1
typewriter,2,0,0,2
maternal,1,0,0,1
heavings,0,1,0,1
abuse,0,0,2,2
wrist,3,3,0,6
crusted,0,2,0,2
light,35,25,6,66
interrupted,1,0,1,2
sculptured,0,1,0,1
courage,0,1,2,3
crawling,2,0,0,2
defaulter,0,1,0,1
rusted,2,0,0,2
perishing,0,0,1,1
stamped,0,0,1,1
whilst,0,0,1,1
dearest,1,0,0,1
looks,9,10,3,22
tyrant,0,1,0,1
badges,0,1,0,1
glen,1,0,0,1
underwater,1,0,0,1
banner,0,1,0,1
glee,0,0,1,1
ships,0,2,0,2
choose,0,3,3,6
orange,8,0,0,8
covered,1,2,2,5
receptacles,0,0,1,1
bye,0,1,0,1
eastward,0,2,0,2
crash,0,1,1,2
blackberries,2,1,0,3
oranges,2,0,0,2
flee,0,3,1,4
fled,0,1,0,1
worlds,2,2,1,5
search,0,0,1,1
profound,0,1,0,1
feast,0,3,0,3
unafraid,0,1,0,1
fiddle,0,2,0,2
trap,2,2,0,4
pitying,0,1,0,1
lilac,0,1,0,1
our,40,52,51,143
out,82,45,29,156
heartthrobs,1,0,0,1
mermen,0,3,0,3
ejaculate,1,0,0,1
yellowtail,3,0,0,3
poets,1,1,0,2
dive,0,0,1,1
pours,0,0,2,2
vled,0,1,0,1
york,3,1,0,4
yore,0,1,0,1
comrade,0,1,0,1
barns,1,0,0,1
conversation,1,1,0,2
calvary,0,1,0,1
hence,1,4,0,5
sew,1,0,0,1
plainly,0,1,0,1
relish,0,0,1,1
echo,0,2,2,4
listless,0,1,0,1
twas,0,3,0,3
filial,1,0,0,1
doesn't,4,0,11,15
righ,1,0,0,1
salient,0,2,0,2
droop,0,1,0,1
unknown,0,2,2,4
their,54,54,15,123
drool,1,0,0,1
misunderstood,1,0,0,1
shell,1,1,1,3
consoling,1,0,0,1
shelf,1,0,0,1
doomed,0,1,0,1
shallow,1,0,0,1
slides,0,1,0,1
reflecting,0,1,0,1
diminish,0,1,0,1
july,1,0,0,1
astounded,1,0,0,1
boring,1,0,3,4
riches,0,1,0,1
screeching,1,0,0,1
[for,0,1,0,1
stipple,0,1,0,1
violets,0,1,0,1
fowl,0,1,0,1
westward,0,0,1,1
ringed,0,1,0,1
afraid,1,2,3,6
angle,1,0,0,1
rearranged,0,0,1,1
russians,1,1,0,2
bough,0,2,0,2
which,25,34,4,63
asshole,0,0,1,1
teeniest,0,1,0,1
divers,0,1,0,1
centre,0,1,0,1
who,33,68,42,143
harmful,0,1,0,1
cracking,1,0,0,1
class,0,1,1,2
deny,0,1,2,3
dens,1,1,0,2
looked,12,5,4,21
swellings,0,1,0,1
chances,0,1,1,2
stove,1,0,0,1
planning,0,1,0,1
utter,0,1,0,1
fear,4,6,6,16
feat,0,1,0,1
pleased,2,0,0,2
chanced,0,1,0,1
nearer,0,2,0,2
ha,0,5,0,5
solitary,0,1,0,1
gouging,1,0,0,1
reminisce,0,0,1,1
piano,3,1,0,4
local,1,0,0,1
spun,1,0,0,1
watching,2,1,1,4
canyons,1,0,0,1
goosebumps,0,0,1,1
massacre,0,1,0,1
ones,5,2,2,9
words,18,2,10,30
spur,0,1,0,1
ended,0,1,1,2
deceiver,0,1,0,1
married,2,0,0,2
nightingale,0,1,0,1
trues,0,0,1,1
deceived,0,0,1,1
shedding,0,0,1,1
ogre,0,2,0,2
ebb,0,2,1,3
recoiled,1,0,0,1
violet,0,1,0,1
luminous,1,2,0,3
gutters,0,1,0,1
sparsely,1,0,0,1
closer,2,1,4,7
closes,1,0,0,1
closet,4,0,0,4
invulnerable,0,1,0,1
monstrous,0,1,0,1
favor,1,1,1,3
sweat,1,0,0,1
closed,4,4,0,8
boughs,2,5,0,7
pants,1,0,0,1
avow,0,0,1,1
jot,1,0,0,1
exam,1,0,0,1
opening,3,1,0,4
joy,0,8,4,12
job,1,4,0,5
spoil,0,1,0,1
jog,1,0,0,1
avon,0,1,0,1
swift,0,6,0,6
declining,1,0,0,1
commands,0,1,0,1
april,1,4,0,5
conquerors,0,1,0,1
canopy,0,1,0,1
safely,2,0,0,2
grounds,0,0,1,1
torments,0,1,1,2
wall,8,4,6,18
shoving,1,0,0,1
wali,0,2,0,2
walk,13,8,7,28
respect,2,0,2,4
immortality,0,2,0,2
mike,4,0,0,4
nickel,4,0,0,4
painted,1,7,1,9
scortches,0,1,0,1
sufficient,1,1,0,2
crappy,0,0,1,1
gathering,0,4,0,4
tangible,0,0,1,1
present,0,3,2,5
abandoned,1,1,1,3
fearful,0,1,0,1
choices,0,0,1,1
will,38,49,90,177
hovering,1,1,0,2
wild,9,11,1,21
bolero,1,0,0,1
layer,1,0,0,1
ringing,1,1,0,2
thus,0,7,2,9
drips,0,1,0,1
thud,2,0,0,2
whore,1,0,0,1
perhaps,2,4,0,6
radiation,1,0,0,1
cross,1,3,1,5
member,0,1,0,1
flower,8,12,1,21
gets,2,0,3,5
tomatoes,3,0,0,3
difficult,0,0,1,1
succulent,1,0,1,2
conceived,1,0,0,1
disagree,0,1,0,1
outcast,0,1,0,1
romeo,0,1,0,1
beast,1,0,1,2
whale,1,0,0,1
coverlid,0,1,0,1
fighting,0,1,0,1
gutted,1,0,0,1
english,1,6,0,7
equidistant,0,1,0,1
breaker,0,1,0,1
unbridled,0,1,0,1
cried,1,2,1,4
heavily,0,1,1,2
wren,2,0,0,2
cries,1,2,0,3
rocked,0,0,1,1
happiness,2,2,5,9
danced,1,1,0,2
smite,0,1,0,1
drunk,1,1,4,6
sky,14,26,12,52
discuss,0,1,0,1
other,20,11,8,39
adoption,0,0,4,4
nor,9,21,4,34
sanskrit,1,0,0,1
captivating,0,0,1,1
myth,0,1,0,1
know,23,35,70,128
press,1,2,0,3
prest,0,1,0,1
feral,1,0,0,1
miami,2,0,0,2
perpetual,0,1,0,1
cowslip,0,0,1,1
corners,1,1,1,3
starred,0,1,0,1
montcalm,0,1,0,1
wonders,0,0,1,1
exceed,0,1,0,1
because,14,9,27,50
tumble,1,0,0,1
scared,1,0,2,3
searching,0,0,4,4
growth,1,0,0,1
twirling,0,0,1,1
empire,0,1,0,1
leaden,0,1,0,1
leaf,8,5,2,15
lead,2,2,2,6
lean,3,3,1,7
mines,1,0,0,1
leap,2,3,0,5
earrings,1,0,0,1
mined,1,0,0,1
refolded,1,0,0,1
trout,1,2,0,3
pasty,0,1,0,1
ripped,0,0,2,2
murderer,1,2,0,3
thoroughfare,0,1,0,1
inscribest,0,1,0,1
murdered,0,1,0,1
ceilinged,1,0,0,1
paste,1,0,0,1
throne,0,6,0,6
pike,0,1,0,1
rare,0,3,2,5
carried,2,4,0,6
getting,2,1,3,6
shipping,1,0,0,1
swear,1,0,0,1
ashy,1,0,0,1
urges,0,0,1,1
emperor,0,0,1,1
irishman,1,0,0,1
owl,0,2,0,2
own,16,9,7,32
polished,1,2,0,3
wilderness,2,3,0,5
owe,1,0,0,1
brambles,0,1,0,1
soaks,0,1,0,1
weather,3,1,3,7
promise,1,1,1,3
brush,1,0,0,1
owt,0,1,0,1
rowboat,1,0,0,1
van,0,1,0,1
crave,0,1,1,2
noxious,0,0,1,1
brushstrokes,1,0,0,1
resists,0,0,1,1
powdered,0,1,0,1
footworn,1,0,0,1
unwrap,1,0,0,1
tinged,0,2,0,2
mutter,0,0,1,1
squeeze,2,0,0,2
made,18,23,8,49
whether,0,3,2,5
daffodil,0,1,0,1
windfall,1,0,0,1
below,0,5,0,5
stirring,1,0,0,1
unfolding,1,0,0,1
monitory,0,1,0,1
meaningless,0,0,1,1
goodness,1,1,0,2
trailing,2,0,0,2
happen,5,1,9,15
mutual,1,0,0,1
'll,9,6,24,39
incredible,0,2,0,2
glint,1,0,0,1
boot,2,0,0,2
book,2,3,0,5
boom,3,0,0,3
sick,0,2,0,2
clicks,1,0,0,1
shredded,1,0,1,2
june,1,1,0,2
pumps,1,0,0,1
earthly,0,1,0,1
squeak,0,1,0,1
squeal,1,0,0,1
rotting,0,0,1,1
volumes,0,1,0,1
